sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
I0017458,,Default,simple,Default Category/COSMETIC,base,Ultimate Concealer - Medium,Ultimate Concealer - Medium by Youngblood for Women - 0.10 oz Concealer,Ultimate Concealer - Medium by Youngblood for Women - 0.10 oz Concealer,1,1,Taxable Goods,"Catalog, Search",17.54,,,,I0017458,,,,images/I0017458.png,,images/I0017458.png,,images/I0017458.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Youngblood,size=0.1 oz,type=Concealer,gender=Women,upc=696137050027,pwwsku=W-C-11901",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017459,,Default,simple,Default Category/COSMETIC,base,Ultimate Concealer - Medium Tan,Ultimate Concealer - Medium Tan by Youngblood for Women - 0.10 oz Concealer,Ultimate Concealer - Medium Tan by Youngblood for Women - 0.10 oz Concealer,1,1,Taxable Goods,"Catalog, Search",17.54,,,,I0017459,,,,images/I0017459.png,,images/I0017459.png,,images/I0017459.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Youngblood,size=0.1 oz,type=Concealer,gender=Women,upc=696137050041,pwwsku=W-C-11902",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017460,,Default,simple,Default Category/COSMETIC,base,Ultimate Concealer - Tan,Ultimate Concealer - Tan by Youngblood for Women - 0.10 oz Concealer,Ultimate Concealer - Tan by Youngblood for Women - 0.10 oz Concealer,1,1,Taxable Goods,"Catalog, Search",17.54,,,,I0017460,,,,images/I0017460.png,,images/I0017460.png,,images/I0017460.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Youngblood,size=0.1 oz,type=Concealer,gender=Women,upc=696137050034,pwwsku=W-C-11903",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017461,,Default,simple,Default Category/COSMETIC,base,Ultimate Corrector,Ultimate Corrector by Youngblood for Women - 0.09 oz Corrector,Ultimate Corrector by Youngblood for Women - 0.09 oz Corrector,1,1,Taxable Goods,"Catalog, Search",19.28,,,,I0017461,,,,images/I0017461.png,,images/I0017461.png,,images/I0017461.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Youngblood,size=0.09 oz,type=Corrector,gender=Women,upc=696137050119,pwwsku=W-C-11904",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017462,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 405 Ivory,Ultimate Finish Liquid Powder Makeup - # 405 Ivory by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 405 Ivory by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017462,,,,images/I0017462.png,,images/I0017462.png,,images/I0017462.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700036615,pwwsku=W-C-10309",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017463,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 410 Classic Ivory,Ultimate Finish Liquid Powder Makeup - # 410 Classic Ivory by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 410 Classic Ivory by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017463,,,,images/I0017463.png,,images/I0017463.png,,images/I0017463.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700078202,pwwsku=W-C-10310",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017464,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 420 Creamy Natural,Ultimate Finish Liquid Powder Makeup - # 420 Creamy Natural by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 420 Creamy Natural by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017464,,,,images/I0017464.png,,images/I0017464.png,,images/I0017464.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700036813,pwwsku=W-C-10311",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017465,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 425 Buff Beige,Ultimate Finish Liquid Powder Makeup - # 425 Buff Beige by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 425 Buff Beige by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017465,,,,images/I0017465.png,,images/I0017465.png,,images/I0017465.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700036912,pwwsku=W-C-10312",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017466,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 440 Natural Beige,Ultimate Finish Liquid Powder Makeup - # 440 Natural Beige by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 440 Natural Beige by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017466,,,,images/I0017466.png,,images/I0017466.png,,images/I0017466.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700037216,pwwsku=W-C-10313",7,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017467,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 450 Creamy Beige,Ultimate Finish Liquid Powder Makeup - # 450 Creamy Beige by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 450 Creamy Beige by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017467,,,,images/I0017467.png,,images/I0017467.png,,images/I0017467.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700008148,pwwsku=W-C-10314",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017468,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 455 Soft Honey,Ultimate Finish Liquid Powder Makeup - # 455 Soft Honey by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 455 Soft Honey by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017468,,,,images/I0017468.png,,images/I0017468.png,,images/I0017468.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700037711,pwwsku=W-C-10315",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017469,,Default,simple,Default Category/COSMETIC,base,Ultimate Finish Liquid Powder Makeup - # 460 Classic Tan,Ultimate Finish Liquid Powder Makeup - # 460 Classic Tan by CoverGirl for Women - 0.4 oz Makeup,Ultimate Finish Liquid Powder Makeup - # 460 Classic Tan by CoverGirl for Women - 0.4 oz Makeup,1,1,Taxable Goods,"Catalog, Search",8,,,,I0017469,,,,images/I0017469.png,,images/I0017469.png,,images/I0017469.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=CoverGirl,size=0.4 oz,type=Makeup,gender=Women,upc=22700008155,pwwsku=W-C-10316",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017470,,Default,simple,Default Category/COSMETIC,base,Ultimate Makeup Remover Wipe - Individual,Ultimate Makeup Remover Wipe - Individual by RMS Beauty for Women - 1 Pc Wipe,Ultimate Makeup Remover Wipe - Individual by RMS Beauty for Women - 1 Pc Wipe,1,1,Taxable Goods,"Catalog, Search",1.38,,,,I0017470,,,,images/I0017470.png,,images/I0017470.png,,images/I0017470.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=1 Pc,type=Wipe,gender=Women,upc=816248020539,pwwsku=W-C-13743",4,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017471,,Default,simple,Default Category/COSMETIC,base,Ultimate Shield Base & Top Coat,Ultimate Shield Base and Top Coat by Sally Hansen for Women - 0.45 oz Nail Polish,Ultimate Shield Base and Top Coat by Sally Hansen for Women - 0.45 oz Nail Polish,1,1,Taxable Goods,"Catalog, Search",2.76,,,,I0017471,,,,images/I0017471.png,,images/I0017471.png,,images/I0017471.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sally Hansen,size=0.45 oz,type=Nail Polish,gender=Women,upc=74170128062,pwwsku=W-C-11407",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017472,,Default,simple,Default Category/COSMETIC,base,Ultra Fine Eye Liner Brush,Ultra Fine Eye Liner Brush by Bobbi Brown for Women - 1 Pc Brush,Ultra Fine Eye Liner Brush by Bobbi Brown for Women - 1 Pc Brush,1,1,Taxable Goods,"Catalog, Search",28.98,,,,I0017472,,,,images/I0017472.png,,images/I0017472.png,,images/I0017472.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Bobbi Brown,size=1 Pc,type=Brush,gender=Women,upc=716170067827,pwwsku=W-C-10923",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017473,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 810 Orchid,Ultra HD Lipstick - # 810 Orchid by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 810 Orchid by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017473,,,,images/I0017473.png,,images/I0017473.png,,images/I0017473.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564808,pwwsku=W-C-7675",4,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017474,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 815 Sweet Pea,Ultra HD Lipstick - # 815 Sweet Pea by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 815 Sweet Pea by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017474,,,,images/I0017474.png,,images/I0017474.png,,images/I0017474.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564754,pwwsku=W-C-7676",13,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017475,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 820 Petunia,Ultra HD Lipstick - # 820 Petunia by Revlon for Women - 0.1 oz Lipstick,Ultra HD Lipstick - # 820 Petunia by Revlon for Women - 0.1 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.34,,,,I0017475,,,,images/I0017475.png,,images/I0017475.png,,images/I0017475.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564952,pwwsku=W-C-14763",47,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017476,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 825 Hydrangea,Ultra HD Lipstick - # 825 Hydrangea by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 825 Hydrangea by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017476,,,,images/I0017476.png,,images/I0017476.png,,images/I0017476.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564105,pwwsku=W-C-7677",65,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017477,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 830 Rose,Ultra HD Lipstick - # 830 Rose by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 830 Rose by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017477,,,,images/I0017477.png,,images/I0017477.png,,images/I0017477.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564051,pwwsku=W-C-7678",110,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017478,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 835 Primrose,Ultra HD Lipstick - # 835 Primrose by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 835 Primrose by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017478,,,,images/I0017478.png,,images/I0017478.png,,images/I0017478.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564402,pwwsku=W-C-7679",24,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017479,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 840 Poinsettia,Ultra HD Lipstick - # 840 Poinsettia by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 840 Poinsettia by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017479,,,,images/I0017479.png,,images/I0017479.png,,images/I0017479.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564358,pwwsku=W-C-7680",5,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017480,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 845 Peony,Ultra HD Lipstick - # 845 Peony by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 845 Peony by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017480,,,,images/I0017480.png,,images/I0017480.png,,images/I0017480.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564150,pwwsku=W-C-7681",45,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017481,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 850 Iris,Ultra HD Lipstick - # 850 Iris by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 850 Iris by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017481,,,,images/I0017481.png,,images/I0017481.png,,images/I0017481.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564259,pwwsku=W-C-7682",7,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017482,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 855 Geranium,Ultra HD Lipstick - # 855 Geranium by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 855 Geranium by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017482,,,,images/I0017482.png,,images/I0017482.png,,images/I0017482.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564501,pwwsku=W-C-7683",10,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017483,,Default,simple,Default Category/COSMETIC,base,Ultra Hd Lipstick - # 860 Hibiscus,Ultra Hd Lipstick - # 860 Hibiscus by Revlon for Women - 0.1 oz Lipstick,Ultra Hd Lipstick - # 860 Hibiscus by Revlon for Women - 0.1 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.34,,,,I0017483,,,,images/I0017483.png,,images/I0017483.png,,images/I0017483.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564556,pwwsku=W-C-14764",66,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017484,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 865 Magnolia,Ultra HD Lipstick - # 865 Magnolia by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 865 Magnolia by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017484,,,,images/I0017484.png,,images/I0017484.png,,images/I0017484.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564013,pwwsku=W-C-7684",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017485,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 875 Gladiolus,Ultra HD Lipstick - # 875 Gladiolus by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 875 Gladiolus by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017485,,,,images/I0017485.png,,images/I0017485.png,,images/I0017485.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564655,pwwsku=W-C-7686",34,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017486,,Default,simple,Default Category/COSMETIC,base,Ultra Hd Lipstick - # 880 Marigold,Ultra Hd Lipstick - # 880 Marigold by Revlon for Women - 0.1 oz Lipstick,Ultra Hd Lipstick - # 880 Marigold by Revlon for Women - 0.1 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.34,,,,I0017486,,,,images/I0017486.png,,images/I0017486.png,,images/I0017486.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564709,pwwsku=W-C-14765",63,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017487,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 885 Camilia,Ultra HD Lipstick - # 885 Camilia by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 885 Camilia by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017487,,,,images/I0017487.png,,images/I0017487.png,,images/I0017487.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564600,pwwsku=W-C-7687",22,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017488,,Default,simple,Default Category/COSMETIC,base,Ultra Hd Lipstick - # 890 Dahlia,Ultra Hd Lipstick - # 890 Dahlia by Revlon for Women - 0.1 oz Lipstick,Ultra Hd Lipstick - # 890 Dahlia by Revlon for Women - 0.1 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.34,,,,I0017488,,,,images/I0017488.png,,images/I0017488.png,,images/I0017488.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564853,pwwsku=W-C-14766",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017489,,Default,simple,Default Category/COSMETIC,base,Ultra HD Lipstick - # 895 Poppy,Ultra HD Lipstick - # 895 Poppy by Revlon for Women - 0.10 oz Lipstick,Ultra HD Lipstick - # 895 Poppy by Revlon for Women - 0.10 oz Lipstick,1,1,Taxable Goods,"Catalog, Search",3.8,,,,I0017489,,,,images/I0017489.png,,images/I0017489.png,,images/I0017489.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.1 oz,type=Lipstick,gender=Women,upc=309975564303,pwwsku=W-C-7688",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017490,,Default,simple,Default Category/COSMETIC,base,Ultra Volume Mascara - # 001 Blackest Black,Ultra Volume Mascara - # 001 Blackest Black by Revlon for Women - 0.28 oz Mascara,Ultra Volume Mascara - # 001 Blackest Black by Revlon for Women - 0.28 oz Mascara,1,1,Taxable Goods,"Catalog, Search",4.91,,,,I0017490,,,,images/I0017490.png,,images/I0017490.png,,images/I0017490.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=0.28 oz,type=Mascara,gender=Women,upc=309978598015,pwwsku=W-C-15069",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017491,,Default,simple,Default Category/COSMETIC,base,Ultrathin Liquid Eyeliner Pen - Black,Ultrathin Liquid Eyeliner Pen - Black by Blinc for Women - 0.025 oz Eyeliner,Ultrathin Liquid Eyeliner Pen - Black by Blinc for Women - 0.025 oz Eyeliner,1,1,Taxable Goods,"Catalog, Search",19.32,,,,I0017491,,,,images/I0017491.png,,images/I0017491.png,,images/I0017491.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Blinc,size=0.025 oz,type=Eyeliner,gender=Women,upc=854816000927,pwwsku=W-C-11072",17,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017492,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 00 Lightest,UN Cover-Up - 00 Lightest by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 00 Lightest by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",30.36,,,,I0017492,,,,images/I0017492.png,,images/I0017492.png,,images/I0017492.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020300,pwwsku=W-C-13744",-25,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017493,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 000 Snow whites,UN Cover-Up - 000 Snow whites by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 000 Snow whites by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",30.36,,,,I0017493,,,,images/I0017493.png,,images/I0017493.png,,images/I0017493.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020645,pwwsku=W-C-13745",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017494,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 11 Pale,UN Cover-Up - 11 Pale by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 11 Pale by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",30.36,,,,I0017494,,,,images/I0017494.png,,images/I0017494.png,,images/I0017494.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020317,pwwsku=W-C-13746",7,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017495,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 22 Lght Medium,UN Cover-Up - 22 Lght Medium by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 22 Lght Medium by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",30.36,,,,I0017495,,,,images/I0017495.png,,images/I0017495.png,,images/I0017495.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020324,pwwsku=W-C-13747",-2,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017496,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 33 Warm Tan,UN Cover-Up - 33 Warm Tan by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 33 Warm Tan by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",34.5,,,,I0017496,,,,images/I0017496.png,,images/I0017496.png,,images/I0017496.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020331,pwwsku=W-C-13748",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0017497,,Default,simple,Default Category/COSMETIC,base,UN Cover-Up - 44 Darker Tan,UN Cover-Up - 44 Darker Tan by RMS Beauty for Women - 0.2 oz Concealer,UN Cover-Up - 44 Darker Tan by RMS Beauty for Women - 0.2 oz Concealer,1,1,Taxable Goods,"Catalog, Search",30.36,,,,I0017497,,,,images/I0017497.png,,images/I0017497.png,,images/I0017497.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=RMS Beauty,size=0.2 oz,type=Concealer,gender=Women,upc=816248020348,pwwsku=W-C-13749",74,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
