sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
I0014346,,Default,simple,Default Category/COSMETIC,base,Phyto-Levres Perfect With Lip Brush and Sharpener - Nude,Phyto-Levres Perfect With Lip Brush and Sharpener - Nude by Sisley for Women - 0.04 oz Lipliner,Phyto-Levres Perfect With Lip Brush and Sharpener - Nude by Sisley for Women - 0.04 oz Lipliner,1,1,Taxable Goods,"Catalog, Search",35.88,,,,I0014346,,,,images/I0014346.png,,images/I0014346.png,,images/I0014346.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.04 oz,type=Lipliner,gender=Women,upc=3473311876119,pwwsku=W-C-6174",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014347,,Default,simple,Default Category/COSMETIC,base,Phyto-Mascara Ultra-Stretch - # 2 Deep Brown,Phyto-Mascara Ultra-Stretch - # 2 Deep Brown by Sisley for Women - 0.27 oz Mascara,Phyto-Mascara Ultra-Stretch - # 2 Deep Brown by Sisley for Women - 0.27 oz Mascara,1,1,Taxable Goods,"Catalog, Search",38.64,,,,I0014347,,,,images/I0014347.png,,images/I0014347.png,,images/I0014347.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.24 oz,type=Mascara,gender=Women,upc=3473311850126,pwwsku=W-C-6163",6,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014348,,Default,simple,Default Category/COSMETIC,base,Phyto-Medic Eyelash Enhancer,Phyto-Medic Eyelash Enhancer by LashFood for Women - 0.10 oz Eyelash,Phyto-Medic Eyelash Enhancer by LashFood for Women - 0.10 oz Eyelash,1,1,Taxable Goods,"Catalog, Search",52.44,,,,I0014348,,,,images/I0014348.png,,images/I0014348.png,,images/I0014348.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=LashFood,size=0.1 oz,type=Eyelash,gender=Women,upc=811992017897,pwwsku=W-C-6205",-1,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014349,,Default,simple,Default Category/COSMETIC,base,Phyto-Ombre Glow - # 1 Silver,Phyto-Ombre Glow - # 1 Silver by Sisley for Women - 0.05 oz Eyeshadow,Phyto-Ombre Glow - # 1 Silver by Sisley for Women - 0.05 oz Eyeshadow,1,1,Taxable Goods,"Catalog, Search",33.12,,,,I0014349,,,,images/I0014349.png,,images/I0014349.png,,images/I0014349.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.05 oz,type=Eyeshadow,gender=Women,upc=3473311865113,pwwsku=W-C-6169",45,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014350,,Default,simple,Default Category/COSMETIC,base,Phyto-Ombre Glow - # 2 Pearl,Phyto-Ombre Glow - # 2 Pearl by Sisley for Women - 0.05 oz Eyeshadow,Phyto-Ombre Glow - # 2 Pearl by Sisley for Women - 0.05 oz Eyeshadow,1,1,Taxable Goods,"Catalog, Search",33.12,,,,I0014350,,,,images/I0014350.png,,images/I0014350.png,,images/I0014350.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.04 oz,type=Eyeshadow,gender=Women,upc=3473311865120,pwwsku=W-C-6172",11,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014351,,Default,simple,Default Category/COSMETIC,base,Phyto-Ombre Glow - # 3 Gold,Phyto-Ombre Glow - # 3 Gold by Sisley for Women - 0.05 oz Eyeshadow,Phyto-Ombre Glow - # 3 Gold by Sisley for Women - 0.05 oz Eyeshadow,1,1,Taxable Goods,"Catalog, Search",33.12,,,,I0014351,,,,images/I0014351.png,,images/I0014351.png,,images/I0014351.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.05 oz,type=Eyeshadow,gender=Women,upc=3473311865137,pwwsku=W-C-6173",17,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014352,,Default,simple,Default Category/COSMETIC,base,Phyto-Ombre Glow Mettalic Eye Shadow - Amber,Phyto-Ombre Glow Mettalic Eye Shadow - Amber by Sisley for Women - 0.05 oz Eyeshadow,Phyto-Ombre Glow Mettalic Eye Shadow - Amber by Sisley for Women - 0.05 oz Eyeshadow,1,1,Taxable Goods,"Catalog, Search",33.12,,,,I0014352,,,,images/I0014352.png,,images/I0014352.png,,images/I0014352.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.08 oz,type=Eyeshadow,gender=Women,upc=3473311865144,pwwsku=W-C-6176",16,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014353,,Default,simple,Default Category/COSMETIC,base,Phyto-Poudre Compacte Pressed Powder - # 2 Transparente Irisee,Phyto-Poudre Compacte Pressed Powder - # 2 Transparente Irisee by Sisley for Women - 0.31 oz Powder,Phyto-Poudre Compacte Pressed Powder - # 2 Transparente Irisee by Sisley for Women - 0.31 oz Powder,1,1,Taxable Goods,"Catalog, Search",62.1,,,,I0014353,,,,images/I0014353.png,,images/I0014353.png,,images/I0014353.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.31 oz,type=Powder,gender=Women,upc=3473311830227,pwwsku=W-C-6161",23,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014354,,Default,simple,Default Category/COSMETIC,base,Phyto-Poudre Compacte Pressed Powder - # 3 Sable / Sand,Phyto-Poudre Compacte Pressed Powder - # 3 Sable / Sand by Sisley for Women - 0.31 oz Powder,Phyto-Poudre Compacte Pressed Powder - # 3 Sable / Sand by Sisley for Women - 0.31 oz Powder,1,1,Taxable Goods,"Catalog, Search",62.1,,,,I0014354,,,,images/I0014354.png,,images/I0014354.png,,images/I0014354.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.27 oz,type=Powder,gender=Women,upc=3473311830234,pwwsku=W-C-6162",66,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014355,,Default,simple,Default Category/COSMETIC,base,Phyto-Sourcils Perfect Eyebrow Pencil With Brush & Sharpener - Cappuccino,Phyto-Sourcils Perfect Eyebrow Pencil With Brush and Sharpener - Cappuccino by Sisley for Women - 0.0,Phyto-Sourcils Perfect Eyebrow Pencil With Brush and Sharpener - Cappuccino by Sisley for Women - 0.0,1,1,Taxable Goods,"Catalog, Search",34.5,,,,I0014355,,,,images/I0014355.png,,images/I0014355.png,,images/I0014355.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.019 oz,type=Eyebrow Pencil,gender=Women,upc=3473311875044,pwwsku=W-C-8501",40,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014356,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Eclat Compact - # 3 Natural,Phyto-Teint Eclat Compact - # 3 Natural by Sisley for Women - 0.1 oz Foundation,Phyto-Teint Eclat Compact - # 3 Natural by Sisley for Women - 0.1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",71.76,,,,I0014356,,,,images/I0014356.png,,images/I0014356.png,,images/I0014356.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.1 oz,type=Foundation,gender=Women,upc=3473311806031,pwwsku=W-C-6014",113,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014357,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Eclat Compact Foundation - # 0 Porcelaine,Phyto-Teint Eclat Compact Foundation - # 0 Porcelaine by Sisley for Women - 0.35 oz Foundation,Phyto-Teint Eclat Compact Foundation - # 0 Porcelaine by Sisley for Women - 0.35 oz Foundation,1,1,Taxable Goods,"Catalog, Search",71.76,,,,I0014357,,,,images/I0014357.png,,images/I0014357.png,,images/I0014357.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.35 oz,type=Foundation,gender=Women,upc=3473311806000,pwwsku=W-C-7102",9,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014358,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Eclat Compact Foundation - # 0+ Vanilla,Phyto-Teint Eclat Compact Foundation - # 0+ Vanilla by Sisley for Women - 0.35 oz Foundation,Phyto-Teint Eclat Compact Foundation - # 0+ Vanilla by Sisley for Women - 0.35 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014358,,,,images/I0014358.png,,images/I0014358.png,,images/I0014358.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.35 oz,type=Foundation,gender=Women,upc=3473311806062,pwwsku=W-C-7103",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014359,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Eclat Compact Foundation - # 1+ Nude,Phyto-Teint Eclat Compact Foundation - # 1+ Nude by Sisley for Women - 0.35 oz Compact,Phyto-Teint Eclat Compact Foundation - # 1+ Nude by Sisley for Women - 0.35 oz Compact,1,1,Taxable Goods,"Catalog, Search",71.76,,,,I0014359,,,,images/I0014359.png,,images/I0014359.png,,images/I0014359.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.35 oz,type=Compact,gender=Women,upc=3473311806079,pwwsku=W-C-6149",68,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014360,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Eclat Compact Foundation - # 4 Honey,Phyto-Teint Eclat Compact Foundation - # 4 Honey by Sisley for Women - 0.35 oz Foundation,Phyto-Teint Eclat Compact Foundation - # 4 Honey by Sisley for Women - 0.35 oz Foundation,1,1,Taxable Goods,"Catalog, Search",71.76,,,,I0014360,,,,images/I0014360.png,,images/I0014360.png,,images/I0014360.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.35 oz,type=Foundation,gender=Women,upc=3473311806048,pwwsku=W-C-6150",60,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014361,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 0 Porcelaine,Phyto-Teint Expert Foundation - # 0 Porcelaine by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 0 Porcelaine by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014361,,,,images/I0014361.png,,images/I0014361.png,,images/I0014361.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805515,pwwsku=W-C-10003",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014362,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 0+ Vanilla,Phyto-Teint Expert Foundation - # 0+ Vanilla by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 0+ Vanilla by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014362,,,,images/I0014362.png,,images/I0014362.png,,images/I0014362.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805522,pwwsku=W-C-12927",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014363,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 1 Ivory,Phyto-Teint Expert Foundation - # 1 Ivory by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 1 Ivory by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014363,,,,images/I0014363.png,,images/I0014363.png,,images/I0014363.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805539,pwwsku=W-C-10004",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014364,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 2 Soft Beige,Phyto-Teint Expert Foundation - # 2 Soft Beige by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 2 Soft Beige by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014364,,,,images/I0014364.png,,images/I0014364.png,,images/I0014364.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805546,pwwsku=W-C-9651",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014365,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 2+ Sand,Phyto-Teint Expert Foundation - # 2+ Sand by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 2+ Sand by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014365,,,,images/I0014365.png,,images/I0014365.png,,images/I0014365.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805553,pwwsku=W-C-8470",-5,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014366,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 3 Natural,Phyto-Teint Expert Foundation - # 3 Natural by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 3 Natural by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",75.9,,,,I0014366,,,,images/I0014366.png,,images/I0014366.png,,images/I0014366.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805560,pwwsku=W-C-8474",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014367,,Default,simple,Default Category/COSMETIC,base,Phyto-Teint Expert Foundation - # 4 Honey,Phyto-Teint Expert Foundation - # 4 Honey by Sisley for Women - 1 oz Foundation,Phyto-Teint Expert Foundation - # 4 Honey by Sisley for Women - 1 oz Foundation,1,1,Taxable Goods,"Catalog, Search",74.52,,,,I0014367,,,,images/I0014367.png,,images/I0014367.png,,images/I0014367.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Foundation,gender=Women,upc=3473311805577,pwwsku=W-C-15142",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014368,,Default,simple,Default Category/COSMETIC,base,Phyto-Touche Gel Sun Glow Gel - Mat,Phyto-Touche Gel Sun Glow Gel - Mat by Sisley for Women - 1 oz Gel,Phyto-Touche Gel Sun Glow Gel - Mat by Sisley for Women - 1 oz Gel,1,1,Taxable Goods,"Catalog, Search",52.44,,,,I0014368,,,,images/I0014368.png,,images/I0014368.png,,images/I0014368.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Gel,gender=Women,upc=3473311840103,pwwsku=W-C-8690",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014369,,Default,simple,Default Category/COSMETIC,base,Phyto-Touche Gel Sun Glow Gel,Phyto-Touche Gel Sun Glow Gel by Sisley for Women - 1 oz Gel,Phyto-Touche Gel Sun Glow Gel by Sisley for Women - 1 oz Gel,1,1,Taxable Goods,"Catalog, Search",52.44,,,,I0014369,,,,images/I0014369.png,,images/I0014369.png,,images/I0014369.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=1 oz,type=Gel,gender=Women,upc=3473311840257,pwwsku=W-C-8412",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014370,,Default,simple,Default Category/COSMETIC,base,Phyto-Touche Illusion Dete Sun Glow Bronzing Gel-Powder,Phyto-Touche Illusion Dete Sun Glow Bronzing Gel-Powder by Sisley for Women - 0.38 oz Powder,Phyto-Touche Illusion Dete Sun Glow Bronzing Gel-Powder by Sisley for Women - 0.38 oz Powder,1,1,Taxable Goods,"Catalog, Search",66.24,,,,I0014370,,,,images/I0014370.png,,images/I0014370.png,,images/I0014370.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sisley,size=0.04 oz,type=Powder,gender=Women,upc=3473311840301,pwwsku=W-C-8493",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014371,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Acute One,Pickup Liners Lip Liner - Acute One by the Balm for Women - 0.5 oz Lip Liner,Pickup Liners Lip Liner - Acute One by the Balm for Women - 0.5 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",12.42,,,,I0014371,,,,images/I0014371.png,,images/I0014371.png,,images/I0014371.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.5 oz,type=Lip Liner,gender=Women,upc=681619806520,pwwsku=W-C-10553",7,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014372,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Boyfriend Material,Pickup Liners Lip Liner - Boyfriend Material by the Balm for Women - 0.5 oz Lip Liner,Pickup Liners Lip Liner - Boyfriend Material by the Balm for Women - 0.5 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",12.42,,,,I0014372,,,,images/I0014372.png,,images/I0014372.png,,images/I0014372.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.5 oz,type=Lip Liner,gender=Women,upc=681619806490,pwwsku=W-C-10554",16,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014373,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Checking You Out,Pickup Liners Lip Liner - Checking You Out by the Balm for Women - 0.5 oz Lip Liner,Pickup Liners Lip Liner - Checking You Out by the Balm for Women - 0.5 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",12.42,,,,I0014373,,,,images/I0014373.png,,images/I0014373.png,,images/I0014373.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.5 oz,type=Lip Liner,gender=Women,upc=681619806513,pwwsku=W-C-10555",29,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014374,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Chemistry,Pickup Liners Lip Liner - Chemistry by the Balm for Women - 0.5 oz Lip Liner,Pickup Liners Lip Liner - Chemistry by the Balm for Women - 0.5 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",12.42,,,,I0014374,,,,images/I0014374.png,,images/I0014374.png,,images/I0014374.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.5 oz,type=Lip Liner,gender=Women,upc=681619806537,pwwsku=W-C-10556",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014375,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Fine All Over,Pickup Liners Lip Liner - Fine All Over by the Balm for Women - 0.017 oz Lip Liner,Pickup Liners Lip Liner - Fine All Over by the Balm for Women - 0.017 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",11.73,,,,I0014375,,,,images/I0014375.png,,images/I0014375.png,,images/I0014375.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.017 oz,type=Lip Liner,gender=Women,upc=681619806506,pwwsku=W-C-10706",9,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014376,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - Fineapple,Pickup Liners Lip Liner - Fineapple by the Balm for Women - 0.017 oz Lip Liner,Pickup Liners Lip Liner - Fineapple by the Balm for Women - 0.017 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",11.73,,,,I0014376,,,,images/I0014376.png,,images/I0014376.png,,images/I0014376.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.017 oz,type=Lip Liner,gender=Women,upc=681619806544,pwwsku=W-C-10707",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014377,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - I Really Dig You,Pickup Liners Lip Liner - I Really Dig You by the Balm for Women - 0.017 oz Lip Liner,Pickup Liners Lip Liner - I Really Dig You by the Balm for Women - 0.017 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",11.73,,,,I0014377,,,,images/I0014377.png,,images/I0014377.png,,images/I0014377.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.017 oz,type=Lip Liner,gender=Women,upc=681619806568,pwwsku=W-C-10708",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014378,,Default,simple,Default Category/COSMETIC,base,Pickup Liners Lip Liner - The 1 You Need,Pickup Liners Lip Liner - The 1 You Need by the Balm for Women - 0.017 oz Lip Liner,Pickup Liners Lip Liner - The 1 You Need by the Balm for Women - 0.017 oz Lip Liner,1,1,Taxable Goods,"Catalog, Search",11.73,,,,I0014378,,,,images/I0014378.png,,images/I0014378.png,,images/I0014378.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=the Balm,size=0.017 oz,type=Lip Liner,gender=Women,upc=681619806551,pwwsku=W-C-10709",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014379,,Default,simple,Default Category/COSMETIC,base,Pince A Epiler Tweezers,Pince A Epiler Tweezers by Bourjois for Women - 1 Pc Tweezer,Pince A Epiler Tweezers by Bourjois for Women - 1 Pc Tweezer,1,1,Taxable Goods,"Catalog, Search",5.52,,,,I0014379,,,,images/I0014379.png,,images/I0014379.png,,images/I0014379.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Bourjois,size=1 Pc,type=Tweezer,gender=Women,upc=3052503505022,pwwsku=W-C-9814",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014380,,Default,simple,Default Category/COSMETIC,base,Pinceau Powder Brush - Pinceau Poudre,Pinceau Powder Brush - Pinceau Poudre by Bourjois for Women - 1 Pc Powder Brush,Pinceau Powder Brush - Pinceau Poudre by Bourjois for Women - 1 Pc Powder Brush,1,1,Taxable Goods,"Catalog, Search",5.87,,,,I0014380,,,,images/I0014380.png,,images/I0014380.png,,images/I0014380.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Bourjois,size=0.9 oz,type=Powder Brush,gender=Women,upc=3052503505039,pwwsku=W-C-4525",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014381,,Default,simple,Default Category/COSMETIC,base,Pinch Me Sheer Gel Blush  # 300 Playful Pink,Pinch Me Sheer Gel Blush  # 300 Playful Pink by Revlon for Women - 13.31 ml Blush Gel,Pinch Me Sheer Gel Blush  # 300 Playful Pink by Revlon for Women - 13.31 ml Blush Gel,1,1,Taxable Goods,"Catalog, Search",0.83,,,,I0014381,,,,images/I0014381.png,,images/I0014381.png,,images/I0014381.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=13.31 ml,type=Blush Gel,gender=Women,upc=309979531103,pwwsku=W-C-1208",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014382,,Default,simple,Default Category/COSMETIC,base,Pinch Me Sheer Gel Blush  # 305 Peach Afterglow,Pinch Me Sheer Gel Blush  # 305 Peach Afterglow by Revlon for Women - 13.31 ml Blush Gel,Pinch Me Sheer Gel Blush  # 305 Peach Afterglow by Revlon for Women - 13.31 ml Blush Gel,1,1,Taxable Goods,"Catalog, Search",0.83,,,,I0014382,,,,images/I0014382.png,,images/I0014382.png,,images/I0014382.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=13.31 ml,type=Blush Gel,gender=Women,upc=309979531202,pwwsku=W-C-1209",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014383,,Default,simple,Default Category/COSMETIC,base,Pinch Me Sheer Gel Blush  # 315 Plum Flushed,Pinch Me Sheer Gel Blush  # 315 Plum Flushed by Revlon for Women - 13.31 ml Blush Gel,Pinch Me Sheer Gel Blush  # 315 Plum Flushed by Revlon for Women - 13.31 ml Blush Gel,1,1,Taxable Goods,"Catalog, Search",0.83,,,,I0014383,,,,images/I0014383.png,,images/I0014383.png,,images/I0014383.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=13.31 ml,type=Blush Gel,gender=Women,upc=309979531400,pwwsku=W-C-1210",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0014384,,Default,simple,Default Category/COSMETIC,base,Pinch Me Sheer Gel Blush # 310 Cheeky Cherry,Pinch Me Sheer Gel Blush # 310 Cheeky Cherry by Revlon for Women - 13.31 ml Blush Gel,Pinch Me Sheer Gel Blush # 310 Cheeky Cherry by Revlon for Women - 13.31 ml Blush Gel,1,1,Taxable Goods,"Catalog, Search",0.83,,,,I0014384,,,,images/I0014384.png,,images/I0014384.png,,images/I0014384.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Revlon,size=13.31 ml,type=Blush Gel,gender=Women,upc=309979531301,pwwsku=W-C-1580",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
