sku,additional_attributes
I0008748,"designer=Lancome,size=0.52 oz,type=Concealer,gender=Women,upc=3614270974571,pwwsku=W-C-14854"
I0008749,"designer=Lancome,size=0.52 oz,type=Concealer,gender=Women,upc=3614270974588,pwwsku=W-C-13857"
I0008750,"designer=Lancome,size=4.2 oz,type=Makeup Remover,gender=Women,upc=3147758030341,pwwsku=W-C-11444"
I0008751,"designer=Burberry,size=0.07 oz,type=Eye Pencil,gender=Women,upc=5045456452671,pwwsku=W-C-14513"
I0008752,"designer=Burberry,size=0.07 oz,type=Eye Pencil,gender=Women,upc=5045459536620,pwwsku=W-C-14514"
I0008753,"designer=Burberry,size=0.07 oz,type=Eye Pencil,gender=Women,upc=5045459536682,pwwsku=W-C-14515"
I0008754,"designer=Burberry,size=0.07 oz,type=Eye Pencil,gender=Women,upc=5045459670041,pwwsku=W-C-14516"
I0008755,"designer=Burberry,size=0.07 oz,type=Eye Pencil,gender=Women,upc=5045459670102,pwwsku=W-C-14517"
I0008756,"designer=Burberry,size=0.008 oz,type=EyeBrow Pencil,gender=Women,upc=5045451087397,pwwsku=W-C-14544"
I0008757,"designer=Burberry,size=0.008 oz,type=EyeBrow Pencil,gender=Women,upc=5045451087458,pwwsku=W-C-14545"
I0008758,"designer=Burberry,size=0.008 oz,type=EyeBrow Pencil,gender=Women,upc=5045451087519,pwwsku=W-C-14546"
I0008759,"designer=Burberry,size=0.008 oz,type=EyeBrow Pencil,gender=Women,upc=5045459414317,pwwsku=W-C-14547"
I0008760,"designer=Burberry,size=0.008 oz,type=EyeBrow Pencil,gender=Women,upc=5045459414379,pwwsku=W-C-14548"
I0008761,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045458311532,pwwsku=W-C-14464"
I0008762,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045419046831,pwwsku=W-C-14465"
I0008763,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045419046855,pwwsku=W-C-14466"
I0008764,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045419046879,pwwsku=W-C-14467"
I0008765,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045458311594,pwwsku=W-C-14468"
I0008766,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045458311655,pwwsku=W-C-14469"
I0008767,"designer=Burberry,size=0.01 oz,type=Eyeliner,gender=Women,upc=5045458311716,pwwsku=W-C-14470"
I0008768,"designer=Burberry,size=0.03 oz,type=Eyeliner,gender=Women,upc=5045451087601,pwwsku=W-C-14549"
I0008769,"designer=Elizabeth Arden,size=0.35 oz,type=Balm,gender=Women,upc=85805152093,pwwsku=W-C-10427"
I0008770,"designer=Elizabeth Arden,size=3.7 g,type=Lip Stick,gender=Women,upc=85805070403,pwwsku=W-C-10370"
I0008771,"designer=Elizabeth Arden,size=3.7 g,type=Lip Stick,gender=Women,upc=85805070410,pwwsku=W-C-10371"
I0008772,"designer=Elizabeth Arden,size=3.7 g,type=Lip Stick,gender=Women,upc=85805070434,pwwsku=W-C-10372"
I0008773,"designer=Elizabeth Arden,size=3.7 g,type=Lip Stick,gender=Women,upc=85805014919,pwwsku=W-C-10373"
I0008774,"designer=Elizabeth Arden,size=3.7 g,type=Lip Stick,gender=Women,upc=85805425302,pwwsku=W-C-10374"
I0008775,"designer=Butter London,size=0.22 oz,type=Mascara,gender=Women,upc=811338022295,pwwsku=W-C-9278"
I0008776,"designer=Butter London,size=0.22 oz,type=Mascara,gender=Women,upc=811338022318,pwwsku=W-C-9281"
I0008777,"designer=Elizabeth Arden,size=4 Pc Set,type=0.15oz Natural Volume Mascara Black Ebony 01, 0.16oz Skin Illuminating Complex, Ceramide Eye Wish Eye Cream SPF 10, Makeup Bag,gender=Women,upc=741655357605,pwwsku=W-C-2559"
I0008778,"designer=Calvin Klein,size=0.09 oz,type=Concealer,gender=Women,upc=883214131018,pwwsku=107976"
I0008779,"designer=Calvin Klein,size=0.09 oz,type=Concealer,gender=Women,upc=883214131056,pwwsku=107983"
I0008780,"designer=Burts Bees,size=3 Pc Kit,type=Lip Shine,gender=Women,upc=792850895744,pwwsku=W-C-10722"
I0008781,"designer=Rodan and Fields,size=0.14 oz,type=Powder,gender=Women,upc=884164007439,pwwsku=W-C-12926"
I0008782,"designer=Jane Iredale,size=0.1 oz,type=Concealer,gender=Women,upc=670959330222,pwwsku=W-C-9786"
I0008783,"designer=Coola,size=0.46 oz,type=Eye Gel,gender=Women,upc=51369002464,pwwsku=W-C-10682"
I0008784,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299092,pwwsku=W-C-12374"
I0008785,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299115,pwwsku=W-C-12375"
I0008786,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299283,pwwsku=W-C-12376"
I0008787,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299290,pwwsku=W-C-12377"
I0008788,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299405,pwwsku=W-C-12378"
I0008789,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299429,pwwsku=W-C-12379"
I0008790,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299481,pwwsku=W-C-12380"
I0008791,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299504,pwwsku=W-C-12381"
I0008792,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299511,pwwsku=W-C-12382"
I0008793,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299665,pwwsku=W-C-12383"
I0008794,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299672,pwwsku=W-C-12384"
I0008795,"designer=Orly,size=0.6 oz,type=Nail Polish,gender=Women,upc=96200299689,pwwsku=W-C-12385"
I0008796,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460417,pwwsku=W-C-12069"
I0008797,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460462,pwwsku=W-C-12074"
I0008798,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460455,pwwsku=W-C-12073"
I0008799,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460424,pwwsku=W-C-12070"
I0008800,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460400,pwwsku=W-C-12068"
I0008801,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460431,pwwsku=W-C-12071"
I0008802,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460486,pwwsku=W-C-12075"
I0008803,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460516,pwwsku=W-C-12077"
I0008804,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460394,pwwsku=W-C-12067"
I0008805,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460493,pwwsku=W-C-12076"
I0008806,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460448,pwwsku=W-C-12072"
I0008807,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460523,pwwsku=W-C-12078"
I0008808,"designer=Cargo,size=0.08 oz,type=Lip Gloss,gender=Women,upc=625386460387,pwwsku=W-C-12066"
I0008809,"designer=Yves Saint Laurent,size=3 Pc,type=0.2oz Volume Effect Faux Cils Mascara - # 1, 0.1oz Touche Eclat - # 02, 0.20oz Lip Gloss - # 19,gender=Women,upc=3660732048915,pwwsku=W-C-15143"
I0008810,"designer=Bobbi Brown,size=0.24 oz,type=Mascara,gender=Women,upc=3814426502,pwwsku=W-C-1131"
I0008811,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=80623000076,pwwsku=W-C-7647"
I0008812,"designer=Essie,size=0.46 oz,type=Nail Polish (Unboxed),gender=Women,upc=843711202932,pwwsku=W-C-7648"
I0008813,"designer=Essie,size=0.46 oz,type=Nail Care,gender=Women,upc=8060372,pwwsku=W-C-7649"
I0008814,"designer=Essie,size=0.46 oz,type=Nail Care,gender=Women,upc=80603000072,pwwsku=W-C-7650"
I0008815,"designer=Essie,size=0.46 oz,type=Nail Care (Unboxed),gender=Women,upc=843711202949,pwwsku=W-C-7651"
I0008816,"designer=Essie,size=0.46 oz,type=Nail Cleanser,gender=Women,upc=884486168559,pwwsku=W-C-8426"
I0008817,"designer=Essie,size=0.46 oz,type=Treatment,gender=Women,upc=884486168535,pwwsku=W-C-8400"
I0008818,"designer=Essie,size=1 oz,type=Treatment,gender=Women,upc=86026000071,pwwsku=W-C-8409"
I0008819,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=80601000074,pwwsku=W-C-7652"
I0008820,"designer=Essie,size=0.46 oz,type=Nail Polish (Unboxed),gender=Women,upc=843711202956,pwwsku=W-C-7653"
I0008821,"designer=Essie,size=0.42 oz,type=Nail Polish,gender=Women,upc=884486282156,pwwsku=W-C-11139"
I0008822,"designer=Essie,size=0.46 oz,type=Nail Polish (Unboxed),gender=Women,upc=843711202963,pwwsku=W-C-7654"
I0008823,"designer=Essie,size=0.2 oz,type=Nail Scrub,gender=Women,upc=884486168542,pwwsku=W-C-8396"
I0008824,"designer=Essie,size=0.16 oz,type=Nail Polish,gender=Women,upc=843711211842,pwwsku=W-C-11138"
I0008825,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=80646000077,pwwsku=W-C-7655"
I0008826,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=843711218926,pwwsku=W-C-14742"
I0008827,"designer=Essie,size=0.46 oz,type=Nail Polish (Unboxed),gender=Women,upc=843711202987,pwwsku=W-C-7656"
I0008828,"designer=Essie,size=0.46 oz,type=Treatment,gender=Women,upc=95008006277,pwwsku=W-C-7657"
I0008829,"designer=Essie,size=0.09 oz,type=Treatment (Unboxed),gender=Women,upc=843711202994,pwwsku=W-C-7658"
I0008830,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8042279,pwwsku=W-C-11314"
I0008831,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8060976,pwwsku=W-C-11135"
I0008832,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8069672,pwwsku=W-C-11136"
I0008833,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8070734,pwwsku=W-C-11137"
I0008834,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=843711218964,pwwsku=W-C-14728"
I0008835,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=843711218933,pwwsku=W-C-14743"
I0008836,"designer=Essie,size=0.08 oz,type=Nail Polish,gender=Women,upc=8010179,pwwsku=W-C-8403"
I0008837,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8011671,pwwsku=W-C-8419"
I0008838,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8002471,pwwsku=W-C-8418"
I0008839,"designer=Essie,size=0.03 oz,type=Nail Polish,gender=Women,upc=8027177,pwwsku=W-C-8414"
I0008840,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486229014,pwwsku=W-C-8430"
I0008841,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486229021,pwwsku=W-C-8449"
I0008842,"designer=Essie,size=1 oz,type=Nail Polish,gender=Women,upc=884486229038,pwwsku=W-C-8471"
I0008843,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486229045,pwwsku=W-C-8472"
I0008844,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486229052,pwwsku=W-C-8441"
I0008845,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486229069,pwwsku=W-C-8442"
I0008846,"designer=Essie,size=0.2 oz,type=Nail Polish,gender=Women,upc=8032379,pwwsku=W-C-8452"
I0008847,"designer=Essie,size=0.4 oz,type=Nail Polish,gender=Women,upc=8003775,pwwsku=W-C-8407"
I0008848,"designer=Essie,size=0.2 oz,type=Nail Polish,gender=Women,upc=8040473,pwwsku=W-C-8413"
I0008849,"designer=Essie,size=0.08 oz,type=Nail Polish,gender=Women,upc=8004277,pwwsku=W-C-8408"
I0008850,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8052278,pwwsku=W-C-8420"
I0008851,"designer=Essie,size=4 oz,type=Nail Polish,gender=Women,upc=8005472,pwwsku=W-C-8423"
I0008852,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8058973,pwwsku=W-C-8425"
I0008853,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8059277,pwwsku=W-C-8444"
I0008854,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8059970,pwwsku=W-C-8415"
I0008855,"designer=Essie,size=0.05 oz,type=Nail Polish,gender=Women,upc=843711206411,pwwsku=W-C-8484"
I0008856,"designer=Essie,size=0.2 oz,type=Nail Polish,gender=Women,upc=8006370,pwwsku=W-C-8424"
I0008857,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=806572,pwwsku=W-C-8443"
I0008858,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8643740,pwwsku=W-C-8457"
I0008859,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8064776,pwwsku=W-C-8432"
I0008860,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8070272,pwwsku=W-C-8456"
I0008861,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=8070579,pwwsku=W-C-1503"
I0008862,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=741655010012,pwwsku=W-C-1504"
I0008863,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=753182149035,pwwsku=W-C-1502"
I0008864,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8070777,pwwsku=W-C-8445"
I0008865,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=8070876,pwwsku=W-C-1507"
I0008866,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8070975,pwwsku=W-C-8421"
I0008867,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=631881500220,pwwsku=W-C-1506"
I0008868,"designer=Essie,size=15 ml,type=Nail Polish,gender=Women,upc=741655010401,pwwsku=W-C-1505"
I0008869,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=80722000076,pwwsku=W-C-8446"
I0008870,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=8030870,pwwsku=W-C-8475"
I0008871,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486076953,pwwsku=W-C-8458"
I0008872,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=80347000079,pwwsku=W-C-8422"
I0008873,"designer=Essie,size=0.2 oz,type=Nail Polish,gender=Women,upc=884486077011,pwwsku=W-C-8428"
I0008874,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486086976,pwwsku=W-C-8465"
I0008875,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486091222,pwwsku=W-C-8433"
I0008876,"designer=Essie,size=0.61 oz,type=Nail Polish,gender=Women,upc=884486128324,pwwsku=W-C-8447"
I0008877,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486174796,pwwsku=W-C-8434"
I0008878,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486174802,pwwsku=W-C-8459"
I0008879,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486174826,pwwsku=W-C-8466"
I0008880,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175052,pwwsku=W-C-8439"
I0008881,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175069,pwwsku=W-C-8460"
I0008882,"designer=Essie,size=0.2 oz,type=Nail Polish,gender=Women,upc=884486175076,pwwsku=W-C-8435"
I0008883,"designer=Essie,size=0.16 oz,type=Nail Polish,gender=Women,upc=884486175083,pwwsku=W-C-8476"
I0008884,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175090,pwwsku=W-C-8436"
I0008885,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175106,pwwsku=W-C-8453"
I0008886,"designer=Essie,size=0.52 oz,type=Nail Polish,gender=Women,upc=884486175175,pwwsku=W-C-8477"
I0008887,"designer=Essie,size=1 oz,type=Nail Polish,gender=Women,upc=884486175182,pwwsku=W-C-8467"
I0008888,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175199,pwwsku=W-C-8461"
I0008889,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175205,pwwsku=W-C-8468"
I0008890,"designer=Essie,size=0.16 oz,type=Nail Polish,gender=Women,upc=884486175212,pwwsku=W-C-8481"
I0008891,"designer=Essie,size=0.16 oz,type=Nail Polish,gender=Women,upc=843711206459,pwwsku=W-C-8482"
I0008892,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486175229,pwwsku=W-C-8473"
I0008893,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486218872,pwwsku=W-C-8462"
I0008894,"designer=Essie,size=0.05 oz,type=Nail Polish,gender=Women,upc=843711206442,pwwsku=W-C-8483"
I0008895,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486218896,pwwsku=W-C-8469"
I0008896,"designer=Essie,size=0.05 oz,type=Nail Polish,gender=Women,upc=843711206435,pwwsku=W-C-8485"
I0008897,"designer=Essie,size=0.61 oz,type=Nail Polish,gender=Women,upc=884486218902,pwwsku=W-C-8448"
I0008898,"designer=Essie,size=0.16 oz,type=Nail Polish,gender=Women,upc=843711206428,pwwsku=W-C-8479"
I0008899,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486218919,pwwsku=W-C-8437"
I0008900,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486218926,pwwsku=W-C-8478"
I0008901,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486218889,pwwsku=W-C-8463"
I0008902,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486224156,pwwsku=W-C-8429"
I0008903,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486224163,pwwsku=W-C-8464"
I0008904,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486224170,pwwsku=W-C-8454"
I0008905,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=884486224187,pwwsku=W-C-8440"
I0008906,"designer=Essie,size=0.09 oz,type=Nail Polish (Unboxed),gender=Women,upc=843711203007,pwwsku=W-C-7659"
I0008907,"designer=Essie,size=0.08 oz,type=Nail Polish Dryer,gender=Women,upc=80670000074,pwwsku=W-C-8395"
I0008908,"designer=Essie,size=0.09 oz,type=Nail Polish Dryer (Unboxed),gender=Women,upc=843711203014,pwwsku=W-C-7660"
I0008909,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=843711218940,pwwsku=W-C-14744"
I0008910,"designer=Essie,size=0.46 oz,type=Nail Polish,gender=Women,upc=843711218957,pwwsku=W-C-14745"
I0008911,"designer=Estee Lauder,size=6 Pc Set,type=0.02oz Pure Color EyeShadow, 0.1oz Projectionist High Definition Volume Mascara, 0.13oz Signature Hydra Lustre Lipstick, 0.24oz Hydra Bright Skin-Tone Perfecting Moisturizer, 1oz Perfectly Clean Splas,gender=Women,upc=27131647560,pwwsku=W-C-1960"
I0008912,"designer=Estee Lauder,size=7 Pc Gift Set,type=1oz Soft Clean Tender Creme Cleanser, 3.5ml 01-Black Magna Scopic Mascara, 7ml Resilience Lift Extreme Creme, 357 Ripe Papaya Lipstick, 03 Honey High Gloss, 04 Sage Eye Shadow, Bag,gender=Women,pwwsku=W-C-1345"
I0008913,"designer=Estee Lauder,size=7 Pc Set,type=0.24oz Advanced Night Repair Soft Clean, 0.5oz Resilience Lift Extreme Ultra Firming Creme SPF 15, 1oz Soft Clean Tender Creme Cleanser (Dry Skin), Pure Color # 161 Pink Parfait Lip Stick, 02 Coffee D,gender=Women,upc=27131827917,pwwsku=W-C-1967"
I0008914,"designer=Estee Lauder,size=8 Pc Gift Set,type=1.7oz Gentle Eye Makeup Remover, 5ml Time Zone Anti-Line Wrinkle Eye Cream, 0.10oz Sumptuous Bold Volume Lifting Mascara, Pure Color # 116 Candy Lipstick, 2 Pure Color Eye Shadow - 13 Pale Moon, 14 Pl,gender=Women,upc=27131764502,pwwsku=W-C-1342"
I0008915,"designer=Estee Lauder,size=8 Pc Gift Set,type=1oz Perfectly Clean Foaming Cleanser, 7ml Hydra Bright Moisturizer, 2.8ml Projectionist Mascara, #25 Burnished Bronze Lipstick, 2 Eye Shadow - 38 Chocolate, 10 Ivory Box, 2 Bag,gender=Women,upc=27131647560,pwwsku=W-C-1344"
I0008916,"designer=Estee Lauder,size=8 Pc Gift Set,type=1oz Take It Away Makeup Remover, 7ml Idealist Skin Refinisher, 2.8ml More Than Mascara, Pure Color # 157 Autumn Lipstick, #02 Amber Honey Eye Shadow, 3 Bag,gender=Women,upc=27131685579,pwwsku=W-C-1343"
I0008917,"designer=Estee Lauder,size=10 Pc Makeup Set,type=4.2ml #23 Star Pink Pure Color Gloss, 3.5ml #01 Black Lash XL Maximum Length Mascara, 6 x 0.005oz Pure Color Eyeshadow, 1.5g Tender Blush, 1.5g AeroMatte Ultralucent Pressed Powder,gender=Women,upc=885892304760,pwwsku=W-C-1356"
I0008918,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324643,pwwsku=W-C-4931"
I0008919,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324650,pwwsku=W-C-4927"
I0008920,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324667,pwwsku=W-C-4932"
I0008921,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324674,pwwsku=W-C-4928"
I0008922,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324681,pwwsku=W-C-4925"
I0008923,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324759,pwwsku=W-C-4936"
I0008924,"designer=Clinique,size=1 oz,type=Foundation,gender=Women,upc=20714324629,pwwsku=W-C-4926"
I0008925,"designer=Clinique,size=0.35 oz,type=Powder,gender=Women,upc=20714756345,pwwsku=W-C-5967"
I0008926,"designer=Clinique,size=0.35 oz,type=Powder,gender=Women,upc=20714609757,pwwsku=W-C-5953"
I0008927,"designer=Clinique,size=0.35 oz,type=Powder,gender=Women,upc=20714609764,pwwsku=W-C-5968"
I0008928,"designer=Clinique,size=0.35 oz,type=Powder,gender=Women,upc=20714756307,pwwsku=W-C-5965"
I0008929,"designer=Clinique,size=0.35 oz,type=Powder,gender=Women,upc=20714609733,pwwsku=W-C-5954"
I0008930,"designer=Clarins,size=1.1 oz,type=Foundation,gender=Women,upc=3380814028412,pwwsku=W-C-10518"
I0008931,"designer=Clarins,size=1.1 oz,type=Foundation,gender=Women,upc=3380814071319,pwwsku=W-C-10522"
I0008932,"designer=Clarins,size=1.1 oz,type=Foundation,gender=Women,upc=3380814071500,pwwsku=W-C-10523"
I0008933,"designer=Clarins,size=1.1 oz,type=Foundation,gender=Women,upc=3380814071807,pwwsku=W-C-10521"
I0008934,"designer=CoverGirl,size=0.24 oz,type=Mascara,gender=Women,upc=22700113750,pwwsku=W-C-10149"
I0008935,"designer=CoverGirl,size=0.24 oz,type=Mascara,gender=Women,upc=22700113743,pwwsku=W-C-10150"
I0008936,"designer=CoverGirl,size=0.24 oz,type=Mascara,gender=Women,upc=22700113767,pwwsku=W-C-10151"
I0008937,"designer=CoverGirl,size=0.24 oz,type=Mascara,gender=Women,upc=22700113736,pwwsku=W-C-10152"
