sku,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,errors
I0084093,images/I0000012.png,,images/I0000012.png,,images/I0000012.png,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
