sku,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,errors
I0001254-c,images/I0001254-c.jpg,I0001254-c,images/I0001254-c.jpg,I0001254-c,images/I0001254-c.jpg,I0001254-c,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
