sku,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label
I0045647-c,images/I0045647.jpg,I0045647-c,images/I0045647.jpg,I0045647-c,images/I0045647.jpg,I0045647-c
I0046090-c,images/I0046090.jpg,I0046090-c,images/I0046090.jpg,I0046090-c,images/I0046090.jpg,I0046090-c
I0046471-c,images/I0046471.jpg,I0046471-c,images/I0046471.jpg,I0046471-c,images/I0046471.jpg,I0046471-c
I0050905-c,images/I0050905.jpg,I0050905-c,images/I0050905.jpg,I0050905-c,images/I0050905.jpg,I0050905-c
I0054451-c,images/I0054451.jpg,I0054451-c,images/I0054451.jpg,I0054451-c,images/I0054451.jpg,I0054451-c
I0055173-c,images/I0055173.jpg,I0055173-c,images/I0055173.jpg,I0055173-c,images/I0055173.jpg,I0055173-c
I0061334-c,images/I0061334.jpg,I0061334-c,images/I0061334.jpg,I0061334-c,images/I0061334.jpg,I0061334-c
I0067514-c,images/I0067514.jpg,I0067514-c,images/I0067514.jpg,I0067514-c,images/I0067514.jpg,I0067514-c
I0068332-c,images/I0068332.jpg,I0068332-c,images/I0068332.jpg,I0068332-c,images/I0068332.jpg,I0068332-c
I0069540-c,images/I0069540.jpg,I0069540-c,images/I0069540.jpg,I0069540-c,images/I0069540.jpg,I0069540-c
I0070667-c,images/I0070667.jpg,I0070667-c,images/I0070667.jpg,I0070667-c,images/I0070667.jpg,I0070667-c
I0070891-c,images/I0070891.jpg,I0070891-c,images/I0070891.jpg,I0070891-c,images/I0070891.jpg,I0070891-c
I0070941-c,images/I0070941.jpg,I0070941-c,images/I0070941.jpg,I0070941-c,images/I0070941.jpg,I0070941-c
I0075543-c,images/I0075543.jpg,I0075543-c,images/I0075543.jpg,I0075543-c,images/I0075543.jpg,I0075543-c
I0075590-c,images/I0075590.jpg,I0075590-c,images/I0075590.jpg,I0075590-c,images/I0075590.jpg,I0075590-c
I0075685-c,images/I0075685.jpg,I0075685-c,images/I0075685.jpg,I0075685-c,images/I0075685.jpg,I0075685-c
I0075688-c,images/I0075688.jpg,I0075688-c,images/I0075688.jpg,I0075688-c,images/I0075688.jpg,I0075688-c
I0075691-c,images/I0075691.jpg,I0075691-c,images/I0075691.jpg,I0075691-c,images/I0075691.jpg,I0075691-c
I0079083-c,images/I0079083.jpg,I0079083-c,images/I0079083.jpg,I0079083-c,images/I0079083.jpg,I0079083-c
I0080693-c,images/I0080693.jpg,I0080693-c,images/I0080693.jpg,I0080693-c,images/I0080693.jpg,I0080693-c
I0081954-c,images/I0081954.jpg,I0081954-c,images/I0081954.jpg,I0081954-c,images/I0081954.jpg,I0081954-c
I0082865-c,images/I0082865.jpg,I0082865-c,images/I0082865.jpg,I0082865-c,images/I0082865.jpg,I0082865-c
I0083024-c,images/I0083024.jpg,I0083024-c,images/I0083024.jpg,I0083024-c,images/I0083024.jpg,I0083024-c
