sku,manage_stock,is_in_stock,errors
I0081570,1,0,
I0081571,1,1,
I0081572,1,1,
I0081573,1,1,
I0081574,1,1,
I0081575,1,1,
I0081576,1,1,
I0081577,1,0,
I0081578,1,1,
I0081579,1,1,
I0081580,1,1,
I0081581,1,1,
I0081582,1,1,
I0081583,1,0,
I0081584,1,1,
I0081585,1,1,
I0081586,1,1,
I0081587,1,0,
I0081588,1,0,
I0081589,1,1,
I0081590,1,1,
I0081591,1,1,
I0081592,1,1,
I0081593,1,1,
I0081594,1,1,
I0081595,1,1,
I0081596,1,1,
I0081597,1,1,
I0081598,1,1,
I0081599,1,0,
I0081600,1,1,
I0081601,1,1,
I0081602,1,1,
I0081603,1,1,
I0081604,1,1,
I0081605,1,1,
I0081606,1,0,
I0081607,1,1,
I0081608,1,1,
I0081609,1,1,
I0081610,1,1,
I0081611,1,1,
I0081612,1,1,
I0081613,1,1,
I0081614,1,1,
I0081615,1,1,
I0081616,1,1,
I0081617,1,1,
I0081618,1,1,
I0081619,1,0,
I0081620,1,1,
I0081621,1,1,
I0081622,1,1,
I0081623,1,0,
I0081624,1,0,
I0081625,1,1,
I0081626,1,1,
I0081627,1,0,
I0081628,1,1,
I0081629,1,0,
I0081630,1,1,
I0081631,1,0,
I0081632,1,1,
I0081633,1,1,
I0081634,1,0,
I0081635,1,0,
I0081636,1,1,
I0081637,1,1,
I0081638,1,1,
I0081639,1,1,
I0081640,1,1,
I0081641,1,0,
I0081642,1,1,
I0081643,1,1,
I0081644,1,1,
I0081645,1,0,
I0081646,1,1,
I0081647,1,1,
I0081648,1,1,
I0081649,1,1,
I0081650,1,1,
I0081651,1,1,
I0081652,1,1,
I0081653,1,1,
I0081654,1,1,
I0081655,1,0,
I0081656,1,0,
I0081657,1,0,
I0081658,1,1,
I0081659,1,0,
I0081660,1,0,
I0081661,1,1,
I0081662,1,1,
I0081663,1,1,
I0081664,1,1,
I0081665,1,1,
I0081666,1,1,
I0081667,1,0,
I0081668,1,0,
I0081669,1,0,
I0081670,1,1,
I0081671,1,1,
I0081672,1,1,
I0081673,1,0,
I0081674,1,0,
I0081675,1,0,
I0081676,1,1,
I0081677,1,0,
I0081678,1,1,
I0081679,1,1,
I0081680,1,1,
I0081681,1,1,
I0081682,1,0,
I0081683,1,0,
I0081684,1,1,
I0081685,1,1,
I0081686,1,1,
I0081687,1,1,
I0081688,1,1,
I0081689,1,1,
I0081690,1,1,
I0081691,1,1,
I0081692,1,1,
I0081693,1,0,
I0081694,1,0,
I0081695,1,1,
I0081696,1,1,
I0081697,1,1,
I0081698,1,1,
I0081699,1,1,
I0081700,1,1,
I0081701,1,1,
I0081702,1,1,
I0081703,1,0,
I0081704,1,1,
I0081705,1,1,
I0081706,1,0,
I0081707,1,0,
I0081708,1,1,
I0081709,1,0,
I0081710,1,1,
I0081711,1,1,
I0081712,1,1,
I0081713,1,1,
I0081714,1,1,
I0081715,1,1,
I0081716,1,1,
I0081717,1,1,
I0081718,1,0,
I0081719,1,1,
I0081720,1,0,
I0081721,1,0,
I0081722,1,1,
I0081723,1,1,
I0081724,1,1,
I0081725,1,1,
I0081726,1,1,
I0081727,1,1,
I0081728,1,1,
I0081729,1,0,
I0081730,1,0,
I0081731,1,1,
I0081732,1,0,
I0081733,1,1,
I0081734,1,1,
I0081735,1,1,
I0081736,1,1,
I0081737,1,1,
I0081738,1,0,
I0081739,1,0,
I0081740,1,1,
I0081741,1,1,
I0081742,1,0,
I0081743,1,0,
I0081744,1,0,
I0081745,1,1,
I0081746,1,0,
I0081747,1,0,
I0081748,1,0,
I0081749,1,1,
I0081750,1,1,
I0081751,1,1,
I0081752,1,1,
I0081753,1,1,
I0081754,1,0,
I0081755,1,1,
I0081756,1,1,
I0081757,1,1,
I0081758,1,1,
I0081759,1,1,
I0081760,1,1,
I0081761,1,1,
I0081762,1,1,
I0081763,1,0,
I0081764,1,1,
I0081765,1,1,
I0081766,1,1,
I0081767,1,1,
I0081768,1,1,
I0081769,1,1,
I0081770,1,1,
I0081771,1,1,
I0081772,1,0,
I0081773,1,1,
I0081774,1,1,
I0081775,1,1,
I0081776,1,1,
I0081777,1,1,
I0081778,1,1,
I0081779,1,1,
I0081780,1,1,
I0081781,1,1,
I0081782,1,1,
I0081783,1,1,
I0081784,1,1,
I0081785,1,1,
I0081786,1,1,
I0081787,1,1,
I0081788,1,1,
I0081789,1,1,
I0081790,1,1,
I0081791,1,1,
I0081792,1,1,
I0081793,1,1,
I0081794,1,1,
I0081795,1,1,
I0081796,1,1,
I0081797,1,0,
I0081798,1,1,
I0081799,1,1,
I0081800,1,1,
I0081801,1,0,
I0081802,1,0,
I0081803,1,1,
I0081804,1,1,
I0081805,1,1,
I0081806,1,1,
I0081807,1,1,
I0081808,1,0,
I0081809,1,1,
I0081810,1,1,
I0081811,1,1,
I0081812,1,1,
I0081813,1,0,
I0081814,1,0,
I0081815,1,1,
I0081816,1,1,
I0081817,1,0,
I0081818,1,1,
I0081819,1,1,
I0081820,1,0,
I0081821,1,0,
I0081822,1,0,
I0081823,1,1,
I0081824,1,1,
I0081825,1,0,
I0081826,1,0,
I0081827,1,1,
I0081828,1,1,
I0081829,1,1,
I0081830,1,1,
I0081831,1,1,
I0081832,1,1,
I0081833,1,1,
I0081834,1,1,
I0081835,1,1,
I0081836,1,0,
I0081837,1,1,
I0081838,1,1,
I0081839,1,1,
I0081840,1,1,
I0081841,1,1,
I0081842,1,1,
I0081843,1,1,
I0081844,1,1,
I0081845,1,1,
I0081846,1,1,
I0081847,1,1,
I0081848,1,1,
I0081849,1,1,
I0081850,1,1,
I0081851,1,1,
I0081852,1,0,
I0081853,1,1,
I0081854,1,1,
I0081855,1,1,
I0081856,1,0,
I0081857,1,1,
I0081858,1,1,
I0081859,1,1,
I0081860,1,0,
I0081861,1,1,
I0081862,1,1,
I0081863,1,1,
I0081864,1,1,
I0081865,1,1,
I0081866,1,1,
I0081867,1,1,
I0081868,1,1,
I0081869,1,1,
I0081870,1,1,
I0081871,1,1,
I0081872,1,0,
I0081873,1,1,
I0081874,1,0,
I0081875,1,1,
I0081876,1,1,
I0081877,1,1,
I0081878,1,1,
I0081879,1,1,
I0081880,1,1,
I0081881,1,1,
I0081882,1,1,
I0081883,1,1,
I0081884,1,1,
I0081885,1,1,
I0081886,1,1,
I0081887,1,1,
I0081888,1,1,
I0081889,1,1,
I0081890,1,1,
I0081891,1,1,
I0081892,1,1,
I0081893,1,1,
I0081894,1,1,
I0081895,1,1,
I0081896,1,1,
I0081897,1,1,
I0081898,1,1,
I0081899,1,1,
I0081900,1,1,
I0081901,1,1,
I0081902,1,1,
I0081903,1,1,
I0081904,1,1,
I0081905,1,1,
I0081906,1,1,
I0081907,1,1,
I0081908,1,1,
I0081909,1,1,
I0081910,1,1,
I0081911,1,1,
I0081912,1,1,
I0081913,1,1,
I0081914,1,1,
I0081915,1,1,
I0081916,1,1,
I0081917,1,1,
I0081918,1,1,
I0081919,1,1,
I0081920,1,1,
I0081921,1,1,
I0081922,1,1,
I0081923,1,1,
I0081924,1,1,
I0081925,1,1,
I0081926,1,1,
I0081927,1,1,
I0081928,1,1,
I0081929,1,1,
I0081930,1,1,
I0081931,1,1,
I0081932,1,0,
I0081933,1,1,
I0081934,1,1,
I0081935,1,1,
I0081936,1,1,
I0081937,1,1,
I0081938,1,1,
I0081939,1,1,
I0081940,1,1,
I0081941,1,1,
I0081942,1,1,
I0081943,1,1,
I0081944,1,1,
I0081945,1,0,
I0081946,1,1,
I0081947,1,1,
I0081948,1,1,
I0081949,1,1,
I0081950,1,1,
I0081951,1,1,
I0081952,1,1,
I0081953,1,1,
I0081954,1,1,
I0081955,1,0,
I0081956,1,1,
I0081957,1,1,
I0081958,1,1,
I0081959,1,1,
I0081960,1,1,
I0081961,1,1,
I0081962,1,1,
I0081963,1,1,
I0081964,1,1,
I0081965,1,1,
I0081966,1,1,
I0081967,1,1,
I0081968,1,1,
I0081969,1,1,
I0081970,1,1,
I0081971,1,1,
I0081972,1,1,
I0081973,1,1,
I0081974,1,0,
I0081975,1,1,
I0081976,1,1,
I0081977,1,1,
I0081978,1,1,
I0081979,1,1,
I0081980,1,1,
I0081981,1,0,
I0081982,1,1,
I0081983,1,1,
I0081984,1,1,
I0081985,1,1,
I0081986,1,0,
I0081987,1,1,
I0081988,1,1,
I0081989,1,1,
I0081990,1,0,
I0081991,1,1,
I0081992,1,0,
I0081993,1,1,
I0081994,1,1,
I0081995,1,1,
I0081996,1,1,
I0081997,1,1,
I0081998,1,1,
I0081999,1,1,
I0082000,1,1,
I0082001,1,1,
I0082002,1,1,
I0082003,1,1,
I0082004,1,1,
I0082005,1,1,
I0082006,1,1,
I0082007,1,1,
I0082008,1,1,
I0082009,1,1,
I0082010,1,0,
I0082011,1,1,
I0082012,1,1,
I0082013,1,1,
I0082014,1,0,
I0082015,1,1,
I0082016,1,1,
I0082017,1,1,
I0082018,1,1,
I0082019,1,1,
I0082020,1,1,
I0082021,1,1,
I0082022,1,1,
I0082023,1,1,
I0082024,1,1,
I0082025,1,1,
I0082026,1,1,
I0082027,1,1,
I0082028,1,1,
I0082029,1,1,
I0082030,1,1,
I0082031,1,1,
I0082032,1,0,
I0082033,1,1,
I0082034,1,1,
I0082035,1,1,
I0082036,1,1,
I0082037,1,1,
I0082038,1,0,
I0082039,1,0,
I0082040,1,1,
I0082041,1,1,
I0082042,1,1,
I0082043,1,1,
I0082044,1,1,
I0082045,1,1,
I0082046,1,1,
I0082047,1,1,
I0082048,1,1,
I0082049,1,1,
I0082050,1,0,
I0082051,1,1,
I0082052,1,0,
I0082053,1,1,
I0082054,1,1,
I0082055,1,1,
I0082056,1,1,
I0082057,1,1,
I0082058,1,1,
I0082059,1,1,
I0082060,1,1,
I0082061,1,1,
I0082062,1,1,
I0082063,1,1,
I0082064,1,1,
I0082065,1,0,
I0082066,1,1,
I0082067,1,1,
I0082068,1,1,
I0082069,1,1,
I0082070,1,1,
I0082071,1,1,
I0082072,1,0,
I0082073,1,1,
I0082074,1,1,
I0082075,1,1,
I0082076,1,1,
I0082077,1,1,
I0082078,1,1,
I0082079,1,1,
I0082080,1,1,
I0082081,1,1,
I0082082,1,1,
I0082083,1,1,
I0082084,1,1,
I0082085,1,1,
I0082086,1,1,
I0082087,1,0,
I0082088,1,1,
I0082089,1,1,
I0082090,1,1,
I0082091,1,1,
I0082092,1,0,
I0082093,1,1,
I0082094,1,1,
I0082095,1,0,
I0082096,1,1,
I0082097,1,1,
I0082098,1,0,
I0082099,1,1,
I0082100,1,1,
I0082101,1,1,
I0082102,1,0,
I0082103,1,1,
I0082104,1,1,
I0082105,1,0,
I0082106,1,1,
I0082107,1,1,
I0082108,1,1,
I0082109,1,1,
I0082110,1,1,
I0082111,1,0,
I0082112,1,0,
I0082113,1,0,
I0082114,1,1,
I0082115,1,1,
I0082116,1,1,
I0082117,1,1,
I0082118,1,1,
I0082119,1,1,
I0082120,1,1,
I0082121,1,0,
I0082122,1,1,
I0082123,1,1,
I0082124,1,1,
I0082125,1,1,
I0082126,1,1,
I0082127,1,1,
I0082128,1,1,
I0082129,1,1,
I0082130,1,1,
I0082131,1,1,
I0082132,1,1,
I0082133,1,1,
I0082134,1,1,
I0082135,1,1,
I0082136,1,1,
I0082137,1,1,
I0082138,1,1,
I0082139,1,1,
I0082140,1,1,
I0082141,1,1,
I0082142,1,0,
I0082143,1,1,
I0082144,1,1,
I0082145,1,1,
I0082146,1,1,
I0082147,1,1,
I0082148,1,1,
I0082149,1,1,
I0082150,1,1,
I0082151,1,1,
I0082152,1,1,
I0082153,1,1,
I0082154,1,1,
I0082155,1,1,
I0082156,1,1,
I0082157,1,1,
I0082158,1,1,
I0082159,1,1,
I0082160,1,1,
I0082161,1,1,
I0082162,1,1,
I0082163,1,1,
I0082164,1,1,
I0082165,1,1,
I0082166,1,1,
I0082167,1,1,
I0082168,1,1,
I0082169,1,1,
I0082170,1,1,
I0082171,1,1,
I0082172,1,1,
I0082173,1,0,
I0082174,1,1,
I0082175,1,1,
I0082176,1,1,
I0082177,1,1,
I0082178,1,1,
I0082179,1,1,
I0082180,1,0,
I0082181,1,1,
I0082182,1,1,
I0082183,1,0,
I0082184,1,1,
I0082185,1,1,
I0082186,1,1,
I0082187,1,1,
I0082188,1,0,
I0082189,1,1,
I0082190,1,1,
I0082191,1,1,
I0082192,1,1,
I0082193,1,1,
I0082194,1,1,
I0082195,1,1,
I0082196,1,1,
I0082197,1,1,
I0082198,1,1,
I0082199,1,0,
I0082200,1,1,
I0082201,1,1,
I0082202,1,1,
I0082203,1,1,
I0082204,1,1,
I0082205,1,1,
I0082206,1,1,
I0082207,1,1,
I0082208,1,1,
I0082209,1,1,
I0082210,1,0,
I0082211,1,0,
I0082212,1,1,
I0082213,1,1,
I0082214,1,1,
I0082215,1,1,
I0082216,1,0,
I0082217,1,1,
I0082218,1,1,
I0082219,1,1,
I0082220,1,1,
I0082221,1,1,
I0082222,1,0,
I0082223,1,1,
I0082224,1,0,
I0082225,1,0,
I0082226,1,1,
I0082227,1,1,
I0082228,1,1,
I0082229,1,1,
I0082230,1,1,
I0082231,1,1,
I0082232,1,1,
I0082233,1,0,
I0082234,1,1,
I0082235,1,1,
I0082236,1,0,
I0082237,1,1,
I0082238,1,1,
I0082239,1,1,
I0082240,1,1,
I0082241,1,0,
I0082242,1,1,
I0082243,1,1,
I0082244,1,1,
I0082245,1,1,
I0082246,1,1,
I0082247,1,1,
I0082248,1,1,
I0082249,1,1,
I0082250,1,0,
I0082251,1,1,
I0082252,1,1,
I0082253,1,1,
I0082254,1,1,
I0082255,1,1,
I0082256,1,1,
I0082257,1,1,
I0082258,1,1,
I0082259,1,1,
I0082260,1,1,
I0082261,1,1,
I0082262,1,1,
I0082263,1,1,
I0082264,1,1,
I0082265,1,1,
I0082266,1,1,
I0082267,1,1,
I0082268,1,0,
I0082269,1,1,
I0082270,1,1,
I0082271,1,1,
I0082272,1,1,
I0082273,1,0,
I0082274,1,0,
I0082275,1,1,
I0082276,1,1,
I0082277,1,1,
I0082278,1,1,
I0082279,1,1,
I0082280,1,1,
I0082281,1,1,
I0082282,1,1,
I0082283,1,1,
I0082284,1,1,
I0082285,1,1,
I0082286,1,1,
I0082287,1,1,
I0082288,1,1,
I0082289,1,1,
I0082290,1,0,
I0082291,1,1,
I0082292,1,1,
I0082293,1,1,
I0082294,1,1,
I0082295,1,1,
I0082296,1,0,
I0082297,1,1,
I0082298,1,1,
I0082299,1,1,
I0082300,1,1,
I0082301,1,1,
I0082302,1,1,
I0082303,1,1,
I0082304,1,1,
I0082305,1,1,
I0082306,1,1,
I0082307,1,1,
I0082308,1,1,
I0082309,1,1,
I0082310,1,1,
I0082311,1,1,
I0082312,1,1,
I0082313,1,1,
I0082314,1,1,
I0082315,1,1,
I0082316,1,1,
I0082317,1,1,
I0082318,1,1,
I0082319,1,1,
I0082320,1,1,
I0082321,1,1,
I0082322,1,1,
I0082323,1,1,
I0082324,1,1,
I0082325,1,1,
I0082326,1,1,
I0082327,1,1,
I0082328,1,1,
I0082329,1,1,
I0082330,1,1,
I0082331,1,1,
I0082332,1,1,
I0082333,1,0,
I0082334,1,0,
I0082335,1,1,
I0082336,1,1,
I0082337,1,1,
I0082338,1,1,
I0082339,1,1,
I0082340,1,1,
I0082341,1,1,
I0082342,1,1,
I0082343,1,1,
I0082344,1,1,
I0082345,1,1,
I0082346,1,1,
I0082347,1,1,
I0082348,1,1,
I0082349,1,1,
I0082350,1,1,
I0082351,1,1,
I0082352,1,1,
I0082353,1,1,
I0082354,1,1,
I0082355,1,1,
I0082356,1,1,
I0082357,1,1,
I0082358,1,1,
I0082359,1,1,
I0082360,1,1,
I0082361,1,1,
I0082362,1,1,
I0082363,1,1,
I0082364,1,1,
I0082365,1,1,
I0082366,1,1,
I0082367,1,1,
I0082368,1,1,
I0082369,1,1,
I0082370,1,1,
I0082371,1,1,
I0082372,1,1,
I0082373,1,1,
I0082374,1,1,
I0082375,1,1,
I0082376,1,1,
I0082377,1,1,
I0082378,1,1,
I0082379,1,1,
I0082380,1,1,
I0082381,1,1,
I0082382,1,1,
I0082383,1,0,
I0082384,1,1,
I0082385,1,0,
I0082386,1,1,
I0082387,1,1,
I0082388,1,1,
I0082389,1,1,
I0082390,1,1,
I0082391,1,1,
I0082392,1,1,
I0082393,1,1,
I0082394,1,1,
I0082395,1,1,
I0082396,1,1,
I0082397,1,1,
I0082398,1,1,
I0082399,1,1,
I0082400,1,1,
I0082401,1,1,
I0082402,1,1,
I0082403,1,1,
I0082404,1,1,
I0082405,1,1,
I0082406,1,1,
I0082407,1,1,
I0082408,1,1,
I0082409,1,1,
I0082410,1,1,
I0082411,1,1,
I0082412,1,1,
I0082413,1,1,
I0082414,1,1,
I0082415,1,1,
I0082416,1,1,
I0082417,1,1,
I0082418,1,1,
I0082419,1,1,
I0082420,1,1,
I0082421,1,1,
I0082422,1,1,
I0082423,1,1,
I0082424,1,1,
I0082425,1,1,
I0082426,1,1,
I0082427,1,1,
I0082428,1,1,
I0082429,1,1,
I0082430,1,1,
I0082431,1,1,
I0082432,1,1,
I0082433,1,1,
I0082434,1,1,
I0082435,1,1,
I0082436,1,1,
I0082437,1,1,
I0082438,1,1,
I0082439,1,1,
I0082440,1,1,
I0082441,1,1,
I0082442,1,1,
I0082443,1,1,
I0082444,1,1,
I0082445,1,1,
I0082446,1,1,
I0082447,1,1,
I0082448,1,1,
I0082449,1,1,
I0082450,1,1,
I0082451,1,1,
I0082452,1,1,
I0082453,1,1,
I0082454,1,1,
I0082455,1,1,
I0082456,1,1,
I0082457,1,0,
I0082458,1,1,
I0082459,1,1,
I0082460,1,1,
I0082461,1,0,
I0082462,1,1,
I0082463,1,1,
I0082464,1,0,
I0082465,1,1,
I0082466,1,1,
I0082467,1,1,
I0082468,1,1,
I0082469,1,1,
I0082470,1,1,
I0082471,1,1,
I0082472,1,0,
I0082473,1,0,
I0082474,1,0,
I0082475,1,1,
I0082476,1,1,
I0082477,1,1,
I0082478,1,1,
I0082479,1,0,
I0082480,1,1,
I0082481,1,1,
I0082482,1,1,
I0082483,1,1,
I0082484,1,1,
I0082485,1,1,
I0082486,1,1,
I0082487,1,1,
I0082488,1,1,
I0082489,1,1,
I0082490,1,1,
I0082491,1,1,
I0082492,1,1,
I0082493,1,1,
I0082494,1,0,
I0082495,1,0,
I0082496,1,0,
I0082497,1,1,
I0082498,1,1,
I0082499,1,1,
I0082500,1,1,
I0082501,1,1,
I0082502,1,1,
I0082503,1,1,
I0082504,1,1,
I0082505,1,0,
I0082506,1,1,
I0082507,1,0,
I0082508,1,1,
I0082509,1,1,
I0082510,1,1,
I0082511,1,1,
I0082512,1,1,
I0082513,1,1,
I0082514,1,1,
I0082515,1,1,
I0082516,1,1,
I0082517,1,1,
I0082518,1,1,
I0082519,1,1,
I0082520,1,1,
I0082521,1,1,
I0082522,1,1,
I0082523,1,0,
I0082524,1,1,
I0082525,1,1,
I0082526,1,1,
I0082527,1,1,
I0082528,1,1,
I0082529,1,0,
I0082530,1,1,
I0082531,1,1,
I0082532,1,1,
I0082533,1,0,
I0082534,1,1,
I0082535,1,1,
I0082536,1,1,
I0082537,1,1,
I0082538,1,1,
I0082539,1,1,
I0082540,1,1,
I0082541,1,1,
I0082542,1,1,
I0082543,1,0,
I0082544,1,1,
I0082545,1,0,
I0082546,1,0,
I0082547,1,0,
I0082548,1,1,
I0082549,1,0,
I0082550,1,0,
I0082551,1,0,
I0082552,1,1,
I0082553,1,1,
I0082554,1,1,
I0082555,1,1,
I0082556,1,1,
I0082557,1,1,
I0082558,1,1,
I0082559,1,1,
I0082560,1,0,
I0082561,1,1,
I0082562,1,1,
I0082563,1,1,
I0082564,1,1,
I0082565,1,1,
I0082566,1,1,
I0082567,1,0,
I0082568,1,0,
I0082569,1,0,
I0082570,1,0,
I0082571,1,1,
I0082572,1,1,
I0082573,1,0,
I0082574,1,0,
I0082575,1,0,
I0082576,1,0,
I0082577,1,1,
I0082578,1,0,
I0082579,1,0,
I0082580,1,1,
I0082581,1,1,
I0082582,1,0,
I0082583,1,1,
I0082584,1,1,
I0082585,1,1,
I0082586,1,1,
I0082587,1,1,
I0082588,1,1,
I0082589,1,1,
I0082590,1,1,
I0082591,1,1,
I0082592,1,1,
I0082593,1,1,
I0082594,1,1,
I0082595,1,1,
I0082596,1,1,
I0082597,1,1,
I0082598,1,1,
I0082599,1,1,
I0082600,1,1,
I0082601,1,1,
I0082602,1,1,
I0082603,1,1,
I0082604,1,1,
I0082605,1,1,
I0082606,1,1,
I0082607,1,1,
I0082608,1,1,
I0082609,1,1,
I0082610,1,1,
I0082611,1,1,
I0082612,1,1,
I0082613,1,1,
I0082614,1,1,
I0082615,1,1,
I0082616,1,1,
I0082617,1,1,
I0082618,1,1,
I0082619,1,1,
I0082620,1,1,
I0082621,1,1,
I0082622,1,1,
I0082623,1,0,
I0082624,1,1,
I0082625,1,1,
I0082626,1,1,
I0082627,1,1,
I0082628,1,1,
I0082629,1,1,
I0082630,1,1,
I0082631,1,0,
I0082632,1,0,
I0082633,1,1,
I0082634,1,1,
I0082635,1,1,
I0082636,1,0,
I0082637,1,1,
I0082638,1,1,
I0082639,1,1,
I0082640,1,1,
I0082641,1,1,
I0082642,1,0,
I0082643,1,1,
I0082644,1,1,
I0082645,1,1,
I0082646,1,1,
I0082647,1,1,
I0082648,1,1,
I0082649,1,1,
I0082650,1,1,
I0082651,1,0,
I0082652,1,0,
I0082653,1,1,
I0082654,1,1,
I0082655,1,1,
I0082656,1,1,
I0082657,1,0,
I0082658,1,1,
I0082659,1,1,
I0082660,1,1,
I0082661,1,1,
I0082662,1,0,
I0082663,1,1,
I0082664,1,1,
I0082665,1,1,
I0082666,1,1,
I0082667,1,0,
I0082668,1,1,
I0082669,1,1,
I0082670,1,0,
I0082671,1,1,
I0082672,1,1,
I0082673,1,1,
I0082674,1,1,
I0082675,1,1,
I0082676,1,0,
I0082677,1,1,
I0082678,1,1,
I0082679,1,1,
I0082680,1,0,
I0082681,1,1,
I0082682,1,0,
I0082683,1,1,
I0082684,1,1,
I0082685,1,1,
I0082686,1,1,
I0082687,1,1,
I0082688,1,1,
I0082689,1,1,
I0082690,1,0,
I0082691,1,0,
I0082692,1,1,
I0082693,1,1,
I0082694,1,1,
I0082695,1,0,
I0082696,1,1,
I0082697,1,0,
I0082698,1,1,
I0082699,1,1,
I0082700,1,1,
I0082701,1,1,
I0082702,1,1,
I0082703,1,1,
I0082704,1,1,
I0082705,1,1,
I0082706,1,1,
I0082707,1,1,
I0082708,1,1,
I0082709,1,1,
I0082710,1,1,
I0082711,1,0,
I0082713,1,1,
I0082714,1,1,
I0082715,1,0,
I0082716,1,1,
I0082717,1,1,
I0082718,1,1,
I0082719,1,1,
I0082720,1,1,
I0082721,1,1,
I0082723,1,1,
I0082724,1,1,
I0082725,1,1,
I0082726,1,1,
I0082727,1,1,
I0082728,1,0,
I0082729,1,1,
I0082730,1,1,
I0082731,1,1,
I0082732,1,1,
I0082733,1,1,
I0082734,1,1,
I0082735,1,1,
I0082736,1,1,
I0082737,1,1,
I0082738,1,1,
I0082739,1,1,
I0082740,1,1,
I0082741,1,1,
I0082742,1,1,
I0082743,1,1,
I0082744,1,1,
I0082745,1,1,
I0082746,1,1,
I0082747,1,1,
I0082748,1,0,
I0082749,1,0,
I0082750,1,1,
I0082751,1,1,
I0082752,1,1,
I0082753,1,1,
I0082754,1,1,
I0082755,1,1,
I0082756,1,1,
I0082757,1,0,
I0082758,1,0,
I0082759,1,1,
I0082760,1,1,
I0082761,1,1,
I0082762,1,1,
I0082763,1,1,
I0082764,1,1,
I0082765,1,1,
I0082766,1,0,
I0082767,1,1,
I0082768,1,1,
I0082769,1,1,
I0082770,1,1,
I0082771,1,0,
I0082772,1,1,
I0082773,1,1,
I0082774,1,1,
I0082775,1,0,
I0082776,1,1,
I0082777,1,1,
I0082778,1,1,
I0082779,1,1,
I0082780,1,1,
I0082781,1,1,
I0082782,1,1,
I0082783,1,1,
I0082784,1,1,
I0082785,1,1,
I0082786,1,1,
I0082787,1,0,
I0082788,1,0,
I0082789,1,1,
I0082790,1,1,
I0082791,1,1,
I0082792,1,1,
I0082793,1,1,
I0082794,1,0,
I0082795,1,1,
I0082796,1,1,
I0082797,1,0,
I0082798,1,0,
I0082799,1,1,
I0082800,1,0,
I0082801,1,0,
I0082802,1,0,
I0082803,1,0,
I0082804,1,0,
I0082805,1,1,
I0082806,1,1,
I0082807,1,0,
I0082808,1,1,
I0082809,1,1,
I0082810,1,1,
I0082811,1,1,
I0082812,1,1,
I0082813,1,1,
I0082814,1,1,
I0082815,1,1,
I0082816,1,1,
I0082817,1,1,
I0082818,1,1,
I0082819,1,1,
I0082820,1,1,
I0082821,1,1,
I0082822,1,1,
I0082823,1,1,
I0082824,1,1,
I0082825,1,1,
I0082826,1,1,
I0082827,1,1,
I0082828,1,1,
I0082829,1,1,
I0082830,1,1,
I0082831,1,1,
I0082832,1,0,
I0082833,1,1,
I0082834,1,0,
I0082835,1,1,
I0082836,1,0,
I0082837,1,0,
I0082838,1,0,
I0082839,1,1,
I0082840,1,1,
I0082841,1,1,
I0082842,1,1,
I0082843,1,1,
I0082844,1,1,
I0082845,1,1,
I0082846,1,0,
I0082847,1,1,
I0082848,1,1,
I0082849,1,0,
I0082850,1,0,
I0082851,1,1,
I0082852,1,1,
I0082853,1,1,
I0082854,1,1,
I0082855,1,1,
I0082856,1,1,
I0082857,1,1,
I0082858,1,1,
I0082859,1,1,
I0082860,1,1,
I0082861,1,1,
I0082862,1,1,
I0082863,1,1,
I0082864,1,1,
I0082865,1,1,
I0082866,1,1,
I0082867,1,1,
I0082868,1,1,
I0082869,1,1,
I0082870,1,1,
I0082871,1,1,
I0082872,1,1,
I0082873,1,1,
I0082874,1,1,
I0082875,1,1,
I0082876,1,1,
I0082877,1,0,
I0082878,1,1,
I0082879,1,0,
I0082880,1,1,
I0082881,1,1,
I0082882,1,1,
I0082883,1,1,
I0082884,1,1,
I0082885,1,0,
I0082886,1,1,
I0082887,1,0,
I0082888,1,0,
I0082889,1,1,
I0082890,1,1,
I0082891,1,1,
I0082892,1,0,
I0082893,1,1,
I0082894,1,1,
I0082895,1,1,
I0082896,1,1,
I0082897,1,1,
I0082898,1,1,
I0082899,1,0,
I0082900,1,1,
I0082901,1,1,
I0082902,1,0,
I0082903,1,1,
I0082904,1,1,
I0082905,1,0,
I0082906,1,1,
I0082907,1,1,
I0082908,1,1,
I0082909,1,1,
I0082910,1,0,
I0082911,1,1,
I0082912,1,1,
I0082913,1,1,
I0082914,1,1,
I0082915,1,1,
I0082916,1,1,
I0082917,1,1,
I0082918,1,1,
I0082919,1,1,
I0082920,1,1,
I0082921,1,1,
I0082922,1,1,
I0082923,1,1,
I0082924,1,0,
I0082925,1,0,
I0082926,1,1,
I0082927,1,0,
I0082928,1,1,
I0082929,1,0,
I0082930,1,1,
I0082931,1,1,
I0082932,1,1,
I0082933,1,0,
I0082934,1,1,
I0082935,1,1,
I0082936,1,1,
I0082937,1,1,
I0082938,1,1,
I0082939,1,1,
I0082940,1,1,
I0082941,1,1,
I0082942,1,1,
I0082943,1,1,
I0082944,1,1,
I0082945,1,1,
I0082946,1,1,
I0082947,1,1,
I0082948,1,1,
I0082949,1,1,
I0082950,1,1,
I0082951,1,1,
I0082952,1,1,
I0082953,1,1,
I0082954,1,1,
I0082955,1,1,
I0082956,1,1,
I0082957,1,1,
I0082958,1,1,
I0082959,1,1,
I0082960,1,1,
I0082961,1,1,
I0082962,1,1,
I0082963,1,1,
I0082964,1,0,
I0082965,1,1,
I0082966,1,1,
I0082967,1,1,
I0082968,1,0,
I0082969,1,0,
