sku,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,errors
I0083120,images/I0084093.jpg,,images/I0084093.jpg,,images/I0084093.jpg,,"Product Type is invalid or not supported"
