sku,qty,out_of_stock_qty,price
I0030412,244,0,37.95
I0030413,23,0,17.94
I0030414,0,1,14.84
I0030415,0,1,31.05
I0030416,5,0,15.87
I0030417,0,1,227.7
I0030418,10,0,69
I0030419,47,0,13.8
I0030420,0,1,12.42
I0030421,479,0,15.87
I0030422,0,1,48.3
I0030423,0,1,62.1
I0030424,-17,1,61.41
I0030425,0,1,51.75
I0030426,60,0,78.66
I0030427,0,1,7.59
I0030428,4,0,138
I0030429,2,0,165.6
I0030430,218,0,52.79
I0030431,0,1,6.9
I0030432,28,0,12.08
I0030433,136,0,4.83
I0030434,3,0,6.56
I0030435,60,0,3.8
I0030436,0,1,10.35
I0030437,-103,1,13.11
I0030438,0,1,11.73
I0030439,2,0,24.27
I0030440,0,1,15.87
I0030441,5,0,22.77
I0030442,1,0,24.84
I0030443,2,0,66.24
I0030444,2,0,22.08
I0030445,109,0,31.74
I0030446,3,0,31.05
I0030447,0,1,30.36
I0030448,0,1,31.74
I0030449,3,0,69
I0030450,0,1,51.75
I0030451,0,1,19.32
I0030452,0,1,24.15
I0030453,0,1,24.15
I0030454,6,0,17.94
I0030455,15,0,20.7
I0030456,65,0,22.08
I0030457,11,0,28.98
I0030458,141,0,5.52
I0030459,2,0,55.2
I0030460,1,0,75.9
I0030461,0,1,17.94
I0030462,0,1,220.8
I0030463,0,1,138
I0030464,2,0,145.59
I0030465,25,0,28.98
I0030466,51,0,31.74
I0030467,52,0,34.5
I0030468,23,0,28.7
I0030469,14,0,28.7
I0030470,5,0,30.36
I0030471,-73,1,33.12
I0030472,-2,1,41.06
I0030473,91,0,34.5
I0030474,51,0,41.4
I0030475,1,0,12.42
I0030476,5,0,6.9
I0030477,0,1,7.59
I0030478,3,0,7.59
I0030479,56,0,12.42
I0030480,0,1,4.14
I0030481,88,0,6.9
I0030482,62,0,13.8
I0030483,92,0,14.49
I0030484,29,0,35.88
I0030485,134,0,52.44
I0030486,0,1,53.82
I0030487,1,0,28.98
I0030488,0,1,17.25
I0030489,135,0,37.95
I0030490,3,0,79.74
I0030491,2,0,33.12
I0030492,0,1,14.84
I0030493,0,1,22.08
I0030494,0,1,20.7
I0030495,0,1,20.7
I0030496,0,1,20.7
I0030497,0,1,28.98
I0030498,26,0,40.71
I0030499,0,1,6.9
I0030500,-1,1,12.77
I0030501,18,0,17.25
I0030502,42,0,24.15
I0030503,1025,0,33.81
I0030504,3,0,35.54
I0030505,0,1,19.32
I0030506,0,1,19.32
I0030507,9,0,21.39
I0030508,483,0,24.15
I0030509,0,1,13.8
I0030510,-35,1,49.68
I0030511,4,0,19.32
I0030512,1561,0,25.53
I0030513,-334,1,34.5
I0030514,2,0,32.43
I0030515,0,1,41.4
I0030516,2,0,31.74
I0030517,0,1,33.81
I0030518,-3,1,19.32
I0030519,-16,1,24.84
I0030520,190,0,33.12
I0030521,122,0,21.05
I0030522,9,0,23.46
I0030523,0,1,18.63
I0030524,0,1,22.77
I0030525,22,0,14.49
I0030526,41,0,18.29
I0030527,0,1,37.26
I0030528,0,1,16.56
I0030529,-5,1,35.19
I0030530,53,0,9.66
I0030531,2,0,24.15
I0030532,0,1,32.43
I0030533,3,0,37.26
I0030534,24,0,44.16
I0030535,106,0,38.64
I0030536,31,0,34.5
I0030537,-4,1,54.51
I0030538,144,0,41.4
I0030539,0,1,14.84
I0030540,0,1,48.3
I0030541,1,0,131.1
I0030542,8,0,179.4
I0030543,0,1,37.26
I0030544,50,0,53.82
I0030545,136,0,53.82
I0030546,52,0,40.02
I0030547,97,0,55.2
I0030548,41,0,11.04
I0030549,80,0,14.49
I0030550,0,1,35.88
I0030551,0,1,13.8
I0030552,1089,0,9.66
I0030553,1177,0,9.66
I0030554,48,0,13.8
I0030555,2,0,15.53
I0030556,0,1,13.11
I0030557,0,1,11.04
I0030558,-35,1,14.49
I0030559,174,0,13.8
I0030560,7,0,15.18
I0030561,0,1,7.59
I0030562,29,0,5.52
I0030563,5,0,6.9
I0030564,2,0,6.9
I0030565,12,0,7.59
I0030566,25,0,5.52
I0030567,0,1,9.66
I0030568,1,0,9.66
I0030569,0,1,9.66
I0030570,0,1,6.21
I0030571,0,1,10.01
I0030572,81,0,10.01
I0030573,4,0,24.15
I0030574,0,1,10.35
I0030575,0,1,110.4
I0030576,0,1,4.83
I0030577,0,1,7.59
I0030578,0,1,15.18
I0030579,0,1,17.94
I0030580,0,1,26.22
I0030581,2,0,15.87
I0030582,3,0,30.36
I0030583,1,0,24.84
I0030584,4,0,17.25
I0030585,0,1,62.1
I0030586,5,0,69
I0030587,0,1,62.1
I0030588,0,1,69
I0030589,2,0,62.1
I0030590,0,1,55.86
I0030591,-8,1,34.5
I0030592,54,0,52.44
I0030593,267,0,48.3
I0030594,103,0,69
I0030595,3,0,60.72
I0030596,-55,1,15.18
I0030597,462,0,22.77
I0030598,6340,0,25.53
I0030599,322,0,35.88
I0030600,35,0,22.77
I0030601,9,0,18.29
I0030602,0,1,2.76
I0030603,1,0,29.67
I0030604,321,0,9.87
I0030605,66,0,12.42
I0030606,-9,1,13.11
I0030607,-44,1,13.11
I0030608,2,0,38.64
I0030609,99,0,66.24
I0030610,0,1,14.84
I0030611,1,0,13.8
I0030612,20,0,15.87
I0030613,21,0,15.87
I0030614,198,0,15.18
I0030615,2,0,35.19
I0030616,287,0,40.02
I0030617,3,0,48.3
I0030618,0,1,62.1
I0030619,66,0,18.63
I0030620,0,1,3.63
I0030621,22,0,11.04
I0030622,3,0,21.53
I0030623,0,1,8.28
I0030624,3,0,28.29
I0030625,0,1,17.25
I0030626,0,1,13.11
I0030627,0,1,16.56
I0030628,147,0,17.94
I0030629,-7,1,12.77
I0030630,16,0,51.06
I0030631,220,0,57.96
I0030632,1,0,27.6
I0030633,0,1,27.6
I0030634,1,0,34.5
I0030635,2,0,55.2
I0030636,4,0,18.63
I0030637,191,0,27.6
I0030638,101,0,23.46
I0030639,1808,0,34.5
I0030640,68,0,48.99
I0030641,0,1,24.84
I0030642,0,1,23.12
I0030643,112,0,41.4
I0030644,4,0,41.95
I0030645,48,0,14.49
I0030646,2,0,8.29
I0030647,38,0,14.49
I0030648,167,0,24.5
I0030649,0,1,30.36
I0030650,823,0,42.78
I0030651,702,0,42.78
I0030652,75,0,13.46
I0030653,1,0,103.5
I0030654,2,0,103.5
I0030655,0,1,11.73
I0030656,0,1,11.73
I0030657,0,1,9.66
I0030658,0,1,11.04
I0030659,299,0,21.39
I0030660,507,0,23.12
I0030661,2,0,15.18
I0030662,0,1,13.8
I0030663,0,1,22.77
I0030664,1,0,20.7
I0030665,16,0,22.77
I0030666,3,0,151.8
I0030667,0,1,220.8
I0030668,35,0,12.42
I0030669,0,1,12.42
I0030670,14,0,14.84
I0030671,0,1,17.94
I0030672,0,1,6.9
I0030673,3,0,17.25
I0030674,0,1,17.25
I0030675,108,0,21.39
I0030676,0,1,17.94
I0030677,105,0,23.46
I0030678,9,0,24.5
I0030679,0,1,11.73
I0030680,78,0,17.6
I0030681,0,1,17.94
I0030682,-4,1,20.36
I0030683,0,1,11.73
I0030684,0,1,14.84
I0030685,0,1,11.73
I0030686,2,0,15.18
I0030687,11,0,17.94
I0030688,1,0,20.7
I0030689,2,0,33.12
I0030690,4,0,13.8
I0030691,0,1,19.32
I0030692,33,0,16.56
I0030693,63,0,44.16
I0030694,1,0,55.89
I0030695,0,1,40.02
I0030696,0,1,38.64
I0030697,3,0,11.73
I0030698,11,0,18.63
I0030699,127,0,26.22
I0030700,0,1,11.04
I0030701,0,1,11.73
I0030702,2,0,20.36
I0030703,-24,1,9.32
I0030704,-8,1,11.73
I0030705,2,0,15.87
I0030706,1,0,4.14
I0030707,25,0,6.21
I0030708,3,0,46.23
I0030709,0,1,40.02
I0030710,0,1,4.14
I0030711,7,0,6.21
I0030712,0,1,5.87
I0030713,16,0,6.21
I0030714,0,1,6.21
I0030715,55,0,6.21
I0030716,50,0,4.83
I0030717,0,1,5.87
I0030718,0,1,6.56
I0030719,0,1,4.14
I0030720,5,0,6.56
I0030721,-4,1,5.52
I0030722,0,1,26.22
I0030723,784,0,34.5
I0030724,8,0,23.46
I0030725,0,1,15.18
I0030726,13,0,19.32
I0030727,0,1,20.01
I0030728,35,0,17.94
I0030729,11,0,20.7
I0030730,1159,0,55.2
I0030731,322,0,69
I0030732,214,0,86.94
I0030733,0,1,34.5
I0030734,0,1,30.36
I0030735,1505,0,53.82
I0030736,27,0,56.58
I0030737,0,1,69
I0030738,132,0,69
I0030739,-13,1,86.94
I0030740,6,0,44.16
I0030741,3,0,64.86
I0030742,763,0,53.82
I0030743,348,0,69
I0030744,0,1,96.6
I0030745,150,0,66.24
I0030746,0,1,71.76
I0030747,0,1,24.84
I0030748,514,0,53.82
I0030749,52,0,64.86
I0030750,1,0,80.04
I0030751,-8,1,82.11
I0030752,97,0,53.82
I0030753,136,0,69
I0030754,1111,0,53.13
I0030755,295,0,67.62
I0030756,0,1,82.8
I0030757,0,1,37.95
I0030758,0,1,46.23
I0030759,8,0,69
I0030760,104,0,82.8
I0030761,1,0,82.8
I0030762,0,1,17.6
I0030763,48,0,18.63
I0030764,341,0,17.94
I0030765,0,1,17.25
I0030766,33,0,18.29
I0030767,21,0,6.9
I0030768,2,0,69
I0030769,3,0,27.6
I0030770,40,0,41.4
I0030771,614,0,53.13
I0030772,66,0,66.24
I0030773,1,0,117.3
I0030774,0,1,75.58
I0030775,0,1,88.95
I0030776,2,0,91.08
I0030777,5,0,62.79
I0030778,19,0,80.04
I0030779,48,0,33.12
I0030780,45,0,40.02
I0030781,0,1,33.12
I0030782,0,1,7.25
I0030783,0,1,13.11
I0030784,0,1,5.18
I0030785,132,0,45.54
I0030786,139,0,69
I0030787,0,1,62.1
I0030788,133,0,58.65
I0030789,95,0,75.9
I0030790,0,1,58.65
I0030791,0,1,20.01
I0030792,0,1,16.56
I0030793,52,0,12.08
I0030794,0,1,11.73
I0030795,0,1,11.73
I0030796,0,1,12.08
I0030797,0,1,11.04
I0030798,0,1,13.8
I0030799,19,0,20.01
I0030800,11,0,31.05
I0030801,0,1,9.66
I0030802,248,0,13.11
I0030803,289,0,12.42
I0030804,-5,1,12.42
I0030805,70,0,7.59
I0030806,560,0,7.59
I0030807,3,0,12.08
I0030808,-1,1,4.14
I0030809,3,0,17.94
I0030810,1,0,55.2
I0030811,1,0,12.42
I0030812,202,0,12.42
I0030813,0,1,26.22
I0030814,3,0,124.2
I0030815,2,0,165.6
I0030816,3,0,28.98
I0030817,3,0,43.95
I0030818,0,1,11.04
I0030819,86,0,18.98
I0030820,39,0,24.15
I0030821,89,0,10.7
I0030822,5,0,22.08
I0030823,12,0,26.91
I0030824,79,0,34.5
I0030825,0,1,138
I0030826,0,1,20.7
I0030827,2,0,110.4
I0030828,1,0,165.6
I0030829,2,0,55.2
I0030830,2,0,28.98
I0030831,0,1,41.06
I0030832,0,1,34.5
I0030833,3,0,40.02
I0030834,0,1,82.8
I0030835,0,1,20.77
I0030836,6,0,18.63
I0030837,14,0,13.8
I0030838,2,0,20.77
I0030839,0,1,13.8
I0030840,3,0,22.08
I0030841,45,0,19.32
I0030842,236,0,27.95
I0030843,0,1,7.59
I0030844,0,1,23.46
I0030845,3,0,27.6
I0030846,16,0,24.15
I0030847,76,0,37.26
I0030848,0,1,8.28
I0030849,60,0,7.59
I0030850,31,0,6.9
I0030851,10,0,21.05
I0030852,102,0,33.47
I0030853,35,0,4.14
I0030854,74,0,13.11
I0030855,1,0,14.49
I0030856,310,0,15.87
I0030857,121,0,13.11
I0030858,178,0,16.56
I0030859,0,1,117.3
I0030860,0,1,27.6
I0030861,1,0,27.6
I0030862,0,1,34.5
I0030863,0,1,26.91
I0030864,0,1,35.88
I0030865,2,0,27.6
I0030866,3,0,34.5
I0030867,0,1,26.91
I0030868,61,0,26.91
I0030869,0,1,18.63
I0030870,1,0,21.39
I0030871,0,1,19.32
I0030872,2,0,62.1
I0030873,222,0,47.61
I0030874,442,0,62.1
I0030875,0,1,19.32
I0030876,75,0,26.22
I0030877,2,0,20.01
I0030878,47,0,23.12
I0030879,8,0,9.32
I0030880,122,0,8.97
I0030881,12,0,8.28
I0030882,0,1,8.28
I0030883,10,0,8.97
I0030884,3,0,9.32
I0030885,3,0,8.28
I0030886,0,1,8.63
I0030887,41,0,8.63
I0030888,8,0,8.63
I0030889,3,0,8.63
I0030890,0,1,8.63
I0030891,0,1,8.28
I0030892,0,1,16.55
I0030893,0,1,22.07
I0030894,3,0,103.5
I0030895,0,1,55.2
I0030896,30,0,17.25
I0030897,20,0,59.34
I0030898,43,0,69
I0030899,1,0,37.26
I0030900,-84,1,40.71
I0030901,1,0,46.23
I0030902,11,0,5.52
I0030903,1,0,62.1
I0030904,0,1,75.9
I0030905,0,1,91.08
I0030906,8,0,131.1
I0030907,0,1,276
I0030908,1,0,15.87
I0030909,0,1,16.56
I0030910,37,0,15.87
I0030911,94,0,25.53
I0030912,0,1,13.8
I0030913,33,0,14.49
I0030914,37,0,20.36
I0030915,0,1,20.7
I0030916,3,0,20.01
I0030917,0,1,4.83
I0030918,0,1,4.83
I0030919,-3,1,33.12
I0030920,15,0,42.44
I0030921,0,1,34.5
I0030922,21,0,44.16
I0030923,12,0,30.36
I0030924,47,0,48.3
I0030925,39,0,49.68
I0030926,1,0,49.68
I0030927,4,0,23.46
I0030928,4,0,220.8
I0030929,0,1,31.74
I0030930,0,1,38.64
I0030931,0,1,18.63
I0030932,459,0,14.49
I0030933,0,1,158.7
I0030934,1,0,172.5
I0030935,52,0,15.87
I0030936,17,0,17.25
I0030937,25,0,17.25
I0030938,0,1,18.63
I0030939,0,1,16.56
I0030940,71,0,17.94
I0030941,0,1,16.56
I0030942,1,0,7.59
I0030943,0,1,4.83
I0030944,8,0,48.3
I0030945,63,0,60.72
I0030946,3,0,16.56
I0030947,4,0,69
I0030948,3,0,131.1
I0030949,0,1,54.51
I0030950,0,1,72.45
I0030951,0,1,89.7
I0030952,0,1,75.9
I0030953,0,1,89.7
I0030954,3,0,12.42
I0030955,0,1,14.49
I0030956,58,0,19.32
I0030957,5,0,3.8
I0030958,2,0,91.52
I0030959,3,0,22.08
I0030960,0,1,13.11
I0030961,27,0,19.32
I0030962,1,0,24.5
I0030963,1,0,19.32
I0030964,45,0,8.97
I0030965,0,1,17.65
I0030966,0,1,5.87
I0030967,3,0,22.77
I0030968,1,0,117.3
I0030969,37,0,18.63
I0030970,0,1,22.77
I0030971,0,1,107.76
I0030972,1,0,9.66
I0030973,163,0,16.56
I0030974,0,1,15.87
I0030975,13,0,8.97
I0030976,220,0,13.8
I0030977,0,1,7.94
I0030978,0,1,11.39
I0030979,93,0,15.87
I0030980,3,0,15.87
I0030981,5,0,213.9
I0030982,8,0,138
I0030983,1,0,220.8
I0030984,-1,1,6.21
I0030985,0,1,8.63
I0030986,1,0,9.66
I0030987,89,0,95.22
I0030988,3,0,7.59
I0030989,31,0,15.87
I0030990,131,0,20.01
I0030991,402,0,21.39
I0030992,0,1,23.46
I0030993,0,1,13.8
I0030994,0,1,23.46
I0030995,0,1,8.28
I0030996,2,0,12.42
I0030997,32,0,22.08
I0030998,0,1,21.74
I0030999,0,1,5.52
I0031000,75,0,10.7
I0031001,94,0,4.83
I0031002,3,0,18.98
I0031003,85,0,9.66
I0031004,0,1,11.04
I0031005,2,0,9.32
I0031006,19,0,13.8
I0031007,0,1,12.42
I0031008,7,0,4.49
I0031009,2,0,62.1
I0031010,36,0,4.83
I0031011,15,0,22.08
I0031012,0,1,34.5
I0031013,0,1,44.16
I0031014,0,1,82.8
I0031015,0,1,69
I0031016,4,0,80.04
I0031017,0,1,73.14
I0031018,2,0,75.9
I0031019,0,1,69
I0031020,1,0,140.76
I0031021,2,0,96.6
I0031022,-4,1,144.9
I0031023,0,1,93.84
I0031024,53,0,57.96
I0031025,0,1,117.3
I0031026,70,0,103.5
I0031027,5,0,7.59
I0031028,23,0,12.42
I0031029,185,0,13.8
I0031030,135,0,14.15
I0031031,0,1,14.15
I0031032,351,0,14.15
I0031033,0,1,38.64
I0031034,0,1,33.12
I0031035,0,1,52.44
I0031036,0,1,41.4
I0031037,0,1,37.26
I0031038,0,1,59.04
I0031039,0,1,31.74
I0031040,0,1,52.44
I0031041,0,1,48.3
I0031042,0,1,33.12
I0031043,1,0,52.44
I0031044,0,1,48.3
I0031045,78,0,25.53
I0031046,0,1,15.18
I0031047,40,0,11.04
I0031048,1,0,15.87
I0031049,0,1,22.08
I0031050,0,1,16.56
I0031051,14,0,26.22
I0031052,83,0,15.18
I0031053,57,0,20.01
I0031054,2,0,27.6
I0031055,0,1,41.4
I0031056,325,0,37.26
I0031057,0,1,38.64
I0031058,321,0,62.1
I0031059,175,0,50.37
I0031060,29,0,66.24
I0031061,0,1,24.84
I0031062,2,0,37.26
I0031063,0,1,41.4
I0031064,3,0,32.78
I0031065,0,1,35.19
I0031066,5,0,54.51
I0031067,1,0,55.2
I0031068,1,0,124.2
I0031069,1,0,158.7
I0031070,0,1,16.56
I0031071,29,0,15.18
I0031072,164,0,20.01
I0031073,118,0,16.56
I0031074,0,1,7.25
I0031075,0,1,55.2
I0031076,0,1,74.52
I0031077,3,0,20.7
I0031078,25,0,69
I0031079,89,0,88.32
I0031080,56,0,99.36
I0031081,112,0,81.42
I0031082,9,0,110.4
I0031083,11,0,80.04
I0031084,90,0,93.84
I0031085,8,0,117.3
I0031086,0,1,19.32
I0031087,0,1,20.01
I0031088,0,1,22.08
I0031089,0,1,20.01
I0031090,0,1,3.45
I0031091,0,1,15.18
I0031092,5,0,19.32
I0031093,0,1,16.56
I0031094,795,0,18.63
I0031095,-1,1,24.84
I0031096,0,1,39.33
I0031097,4,0,42.78
I0031098,3,0,17.94
I0031099,0,1,15.87
I0031100,26,0,17.25
I0031101,10,0,20.01
I0031102,11,0,15.18
I0031103,0,1,8.28
I0031104,10,0,15.18
I0031105,108,0,18.63
I0031106,82,0,27.6
I0031107,53,0,26.91
I0031108,23,0,27.26
I0031109,0,1,23.46
I0031110,3,0,13.8
I0031111,3,0,144.9
I0031112,8,0,14.84
I0031113,0,1,28.29
I0031114,0,1,20.7
I0031115,27,0,37.26
I0031116,1,0,44.16
I0031117,7,0,22.08
I0031118,0,1,28.98
I0031119,-26,1,40.02
I0031120,3,0,23.46
I0031121,286,0,38.64
I0031122,37,0,15.87
I0031123,400,0,20.7
I0031124,0,1,10.35
I0031125,-24,1,40.02
I0031126,239,0,24.84
I0031127,1,0,7.59
I0031128,0,1,7.59
I0031129,0,1,7.59
I0031130,0,1,44.16
I0031131,0,1,59.34
I0031132,0,1,33.12
I0031133,49,0,40.02
I0031134,32,0,10.7
I0031135,12,0,11.04
I0031136,-2,1,12.08
I0031137,2,0,26.22
I0031138,124,0,38.64
I0031139,0,1,19.32
I0031140,176,0,17.94
I0031141,8,0,18.63
I0031142,0,1,17.25
I0031143,22,0,14.49
I0031144,43,0,14.49
I0031145,12,0,14.49
I0031146,40,0,14.49
I0031147,0,1,9.66
I0031148,2,0,15.18
I0031149,57,0,4.14
I0031150,45,0,11.73
I0031151,-3,1,15.53
I0031152,119,0,15.53
I0031153,4,0,15.53
I0031154,1,0,38.64
I0031155,0,1,48.99
I0031156,3,0,20.7
I0031157,3,0,20.7
I0031158,151,0,23.12
I0031159,45,0,17.25
I0031160,0,1,17.25
I0031161,0,1,7.25
I0031162,0,1,8.28
I0031163,3,0,8.28
I0031164,0,1,8.28
I0031165,0,1,8.28
I0031166,0,1,8.97
I0031167,0,1,15.18
I0031168,28,0,26.22
I0031169,119,0,20.7
I0031170,1,0,7.25
I0031171,0,1,24.84
I0031172,53,0,41.4
I0031173,24,0,66.24
I0031174,38,0,73.83
I0031175,49,0,11.73
I0031176,-1,1,17.94
I0031177,0,1,25.53
I0031178,0,1,7.59
I0031179,0,1,7.59
I0031180,0,1,7.59
I0031181,0,1,7.59
I0031182,1,0,22.08
I0031183,-7,1,24.84
I0031184,2,0,13.11
I0031185,8,0,11.73
I0031186,-8,1,31.05
I0031187,-238,1,42.09
I0031188,-3457,1,54.86
I0031189,-160,1,71.76
I0031190,0,1,23.46
I0031191,417,0,24.84
I0031192,-2,1,30.36
I0031193,46,0,28.29
I0031194,438,0,35.19
I0031195,302,0,44.16
I0031196,57,0,66.24
I0031197,77,0,28.29
I0031198,279,0,35.19
I0031199,340,0,46.23
I0031200,-76,1,64.17
I0031201,287,0,39.33
I0031202,915,0,18.63
I0031203,23,0,49.68
I0031204,3,0,117.3
I0031205,3,0,276
I0031206,0,1,28.98
I0031207,0,1,18.63
I0031208,31,0,66.24
I0031209,59,0,106.26
I0031210,1,0,44.85
I0031211,0,1,31.74
I0031212,174,0,36.57
I0031213,-2,1,47.61
I0031214,9,0,41.4
I0031215,34,0,13.11
I0031216,0,1,12.42
I0031217,14,0,13.11
I0031218,3,0,15.18
I0031219,0,1,23.81
I0031220,3,0,22.08
I0031221,9,0,26.91
I0031222,5,0,24.84
I0031223,189,0,34.5
I0031224,58,0,34.16
I0031225,0,1,26.22
I0031226,132,0,34.85
I0031227,0,1,31.74
I0031228,0,1,31.74
I0031229,0,1,31.74
I0031230,0,1,31.74
I0031231,2,0,31.74
I0031232,4,0,11.04
I0031233,99,0,11.04
I0031234,0,1,22.08
I0031235,0,1,17.94
I0031236,2,0,12.42
I0031237,0,1,12.42
I0031238,0,1,12.42
I0031239,25,0,13.11
I0031240,0,1,255.3
I0031241,1,0,67.62
I0031242,1,0,7.94
I0031243,46,0,6.56
I0031244,44,0,8.97
I0031245,40,0,17.94
I0031246,26,0,18.63
I0031247,0,1,38.64
I0031248,45,0,10.7
I0031249,7,0,41.4
I0031250,3,0,22.08
I0031251,0,1,37.26
I0031252,89,0,10.01
I0031253,9,0,13.11
I0031254,2,0,11.04
I0031255,1,0,23.46
I0031256,176,0,33.12
I0031257,0,1,27.6
I0031258,66,0,42.78
I0031259,2,0,46.92
I0031260,3,0,13.8
I0031261,0,1,2.42
I0031262,16,0,2.42
I0031263,32,0,2.42
I0031264,139,0,2.42
I0031265,123,0,2.42
I0031266,40,0,2.42
I0031267,-28,1,2.42
I0031268,387,0,2.42
I0031269,0,1,2.42
I0031270,0,1,2.42
I0031271,96,0,33.12
I0031272,17,0,31.05
I0031273,15,0,46.92
I0031274,79,0,31.05
I0031275,0,1,34.5
I0031276,6,0,35.88
I0031277,0,1,33.12
I0031278,11,0,37.95
I0031279,251,0,31.05
I0031280,371,0,15.18
I0031281,48,0,24.84
I0031282,7,0,44.16
I0031283,6,0,49.68
I0031284,19,0,41.4
I0031285,94,0,17.94
I0031286,4,0,11.04
I0031287,2,0,4.83
I0031288,0,1,9.32
I0031289,0,1,151.8
I0031290,18,0,5.52
I0031291,0,1,17.25
I0031292,0,1,20.7
I0031293,0,1,8.97
I0031294,0,1,28.98
I0031295,0,1,10.01
I0031296,0,1,8.97
I0031297,0,1,11.73
I0031298,0,1,13.8
I0031299,8,0,110.4
I0031300,0,1,144.9
I0031301,0,1,234.6
I0031302,0,1,241.5
I0031303,0,1,82.8
I0031304,0,1,69
I0031305,5,0,60.72
I0031306,21,0,89.7
I0031307,7,0,124.2
I0031308,0,1,96.6
I0031309,2,0,96.6
I0031310,0,1,165.6
I0031311,0,1,117.3
I0031312,0,1,172.5
I0031313,1,0,69
I0031314,35,0,69
I0031315,12,0,124.2
I0031316,2,0,18.22
I0031317,-2,1,45.54
I0031318,0,1,45.54
I0031319,0,1,131.1
I0031320,0,1,227.7
I0031321,2,0,207
I0031322,2,0,207
I0031323,5,0,117.3
I0031324,14,0,18.63
I0031325,0,1,138
I0031326,0,1,212.11
I0031327,3,0,138
I0031328,0,1,52.44
I0031329,2,0,75.9
I0031330,0,1,44.16
I0031331,47,0,89.7
I0031332,29,0,144.9
I0031333,10,0,124.2
I0031334,11,0,158.7
I0031335,3,0,213.9
I0031336,17,0,82.8
I0031337,33,0,117.3
I0031338,0,1,144.9
I0031339,0,1,33.12
I0031340,0,1,96.6
I0031341,1,0,75.9
I0031342,0,1,85.56
I0031343,0,1,35.88
I0031344,89,0,25.53
I0031345,-69,1,37.61
I0031346,41,0,26.91
I0031347,46,0,36.92
I0031348,0,1,17.25
I0031349,281,0,20.7
I0031350,331,0,26.91
I0031351,911,0,18.63
I0031352,267,0,23.46
I0031353,617,0,33.81
I0031354,1,0,75.9
I0031355,2,0,103.5
I0031356,17,0,18.22
I0031357,3,0,18.63
I0031358,0,1,220.8
I0031359,0,1,135.24
I0031360,3,0,69
I0031361,9,0,18.22
I0031362,0,1,16.56
I0031363,14,0,49.68
I0031364,119,0,89.7
I0031365,38,0,144.9
I0031366,31,0,69
I0031367,1,0,94.64
I0031368,0,1,124.2
I0031369,9,0,18.63
I0031370,9,0,17.94
I0031371,2,0,18.63
I0031372,35,0,17.94
I0031373,0,1,20.7
I0031374,0,1,19.32
I0031375,0,1,22.77
I0031376,34,0,19.32
I0031377,1,0,27.6
I0031378,1,0,43.47
I0031379,1,0,69
I0031380,25,0,18.63
I0031381,25,0,78.66
I0031382,0,1,89.7
I0031383,67,0,89.7
I0031384,8,0,18.63
I0031385,2,0,88.32
I0031386,9,0,17.94
I0031387,0,1,110.4
I0031388,0,1,165.6
I0031389,1,0,193.2
I0031390,0,1,134.55
I0031391,13,0,176.64
I0031392,-1,1,204.24
I0031393,1,0,310.5
I0031394,0,1,194.58
I0031395,0,1,262.2
I0031396,1,0,310.5
I0031397,17,0,154.56
I0031398,0,1,193.2
I0031399,0,1,110.4
I0031400,0,1,154.56
I0031401,0,1,200.1
I0031402,0,1,110.4
I0031403,0,1,154.56
I0031404,0,1,200.1
I0031405,1,0,144.9
I0031406,2,0,34.5
I0031407,1,0,34.5
I0031408,0,1,46.92
I0031409,0,1,38.3
I0031410,3,0,34.5
I0031411,0,1,46.92
I0031412,1,0,89.7
I0031413,1,0,144.9
I0031414,2,0,151.8
I0031415,2,0,117.3
I0031416,1,0,135.24
I0031417,10,0,18.63
I0031418,0,1,34.5
I0031419,41,0,51.06
I0031420,0,1,36.57
I0031421,0,1,48.3
I0031422,2,0,34.5
I0031423,0,1,40.71
I0031424,0,1,34.5
I0031425,0,1,43.47
I0031426,0,1,60.72
I0031427,1,0,89.7
I0031428,0,1,89.7
I0031429,2,0,69
I0031430,0,1,66.24
I0031431,0,1,19.32
I0031432,0,1,33.81
I0031433,0,1,95.22
I0031434,176,0,56.58
I0031435,0,1,82.8
I0031436,1,0,117.3
I0031437,0,1,62.1
I0031438,4,0,158.7
I0031439,2,0,213.9
I0031440,2,0,69
I0031441,0,1,144.9
I0031442,0,1,71.76
I0031443,7,0,55.2
I0031444,4,0,44.16
I0031445,0,1,75.9
I0031446,16,0,69
I0031447,0,1,55.2
I0031448,5,0,96.6
I0031449,29,0,57.96
I0031450,30,0,44.16
I0031451,13,0,80.04
I0031452,34,0,18.63
I0031453,2,0,96.6
I0031454,0,1,33.12
I0031455,0,1,47.61
I0031456,0,1,110.4
I0031457,38,0,89.7
I0031458,92,0,117.3
I0031459,3,0,17.94
I0031460,28,0,18.63
I0031461,3,0,74.52
I0031462,26,0,18.63
I0031463,1,0,213.9
I0031464,13,0,18.63
I0031465,10,0,17.94
I0031466,0,1,30.36
I0031467,0,1,17.25
I0031468,-1,1,165.6
I0031469,0,1,110.4
I0031470,4,0,186.3
I0031471,53,0,96.6
I0031472,21,0,144.9
I0031473,15,0,18.63
I0031474,12,0,138
I0031475,45,0,213.9
I0031476,1,0,110.4
I0031477,8,0,18.63
I0031478,7,0,124.2
I0031479,1,0,138
I0031480,0,1,85.56
I0031481,2,0,165.6
I0031482,-21,1,64.86
I0031483,27,0,109.02
I0031484,9,0,207
I0031485,1,0,144.9
I0031486,6,0,207
I0031487,15,0,69
I0031488,19,0,96.6
