sku,qty,is_in_stock,price
I0064593,0,0,20.7
I0064594,0,0,20.7
I0064595,0,0,20.7
I0064596,0,0,20.7
I0064597,0,0,20.7
I0064598,0,0,34.5
I0064599,0,0,22.08
I0064600,0,0,23.46
I0064601,0,0,22.08
I0064602,0,0,33.12
I0064603,0,0,22.08
I0064604,0,0,33.12
I0064605,0,0,28.98
I0064606,0,0,22.08
I0064607,0,0,31.74
I0064608,0,0,28.98
I0064609,0,0,33.12
I0064610,0,0,37.95
I0064611,0,0,22.08
I0064612,0,0,22.08
I0064613,0,0,33.12
I0064614,0,0,37.95
I0064615,0,0,23.46
I0064616,0,0,33.12
I0064617,0,0,33.12
I0064618,0,0,33.12
I0064619,-3,0,37.95
I0064620,0,0,33.12
I0064621,0,0,41.4
I0064622,0,0,33.12
I0064623,0,0,33.12
I0064624,0,0,41.4
I0064625,33,1,69
I0064626,0,0,37.95
I0064627,0,0,37.95
I0064628,0,0,38.64
I0064629,0,0,38.64
I0064630,0,0,27.6
I0064631,0,0,27.6
I0064632,394,1,21.39
I0064633,0,0,27.6
I0064634,0,0,27.6
I0064635,2,1,23.46
I0064636,2,1,23.46
I0064637,0,0,23.46
I0064638,0,0,23.46
I0064639,2,1,30.36
I0064640,0,0,30.36
I0064641,0,0,30.36
I0064642,2,1,30.36
I0064643,0,0,30.36
I0064644,0,0,9.66
I0064645,0,0,9.66
I0064646,0,0,9.66
I0064647,0,0,17.25
I0064648,0,0,17.94
I0064649,0,0,17.25
I0064650,0,0,17.25
I0064651,0,0,17.25
I0064652,0,0,15.18
I0064653,0,0,22.08
I0064654,283,1,28.98
I0064655,-3,0,26.91
I0064656,0,0,5.42
I0064657,0,0,21.05
I0064658,0,0,21.05
I0064659,0,0,21.05
I0064660,0,0,21.05
I0064661,0,0,21.05
I0064662,0,0,21.05
I0064663,0,0,45.54
I0064664,0,0,22.77
I0064665,0,0,21.05
I0064666,0,0,21.05
I0064667,0,0,22.08
I0064668,0,0,22.08
I0064669,0,0,22.08
I0064670,0,0,35.88
I0064671,0,0,34.5
I0064672,0,0,36.92
I0064673,0,0,66.24
I0064674,0,0,45.54
I0064675,0,0,45.54
I0064676,0,0,30.36
I0064677,0,0,62.1
I0064678,0,0,44.16
I0064679,0,0,48.3
I0064680,0,0,23.46
I0064681,0,0,27.6
I0064682,0,0,28.98
I0064683,0,0,5.8
I0064684,0,0,7.94
I0064685,0,0,6.9
I0064686,0,0,6.9
I0064687,0,0,7.94
I0064688,0,0,8.28
I0064689,0,0,6.9
I0064690,0,0,5.52
I0064691,0,0,5.52
I0064692,0,0,5.52
I0064693,0,0,5.52
I0064694,0,0,5.52
I0064695,0,0,19.32
I0064696,0,0,5.52
I0064697,0,0,19.32
I0064698,0,0,8.28
I0064699,0,0,8.28
I0064700,0,0,7.94
I0064701,0,0,8.63
I0064702,0,0,8.63
I0064703,0,0,8.63
I0064704,0,0,9.66
I0064705,0,0,9.66
I0064706,0,0,9.66
I0064707,0,0,9.66
I0064708,0,0,9.66
I0064709,0,0,9.66
I0064710,0,0,11.73
I0064711,0,0,11.73
I0064712,0,0,12.42
I0064713,0,0,14.15
I0064714,0,0,15.18
I0064715,0,0,16.56
I0064716,0,0,28.98
I0064717,0,0,26.22
I0064718,1,1,24.84
I0064719,2,1,24.84
I0064720,0,0,33.12
I0064721,0,0,33.12
I0064722,7,1,22.08
I0064723,3,1,22.08
I0064724,4,1,22.08
I0064725,0,0,22.08
I0064726,0,0,20.7
I0064727,0,0,20.7
I0064728,0,0,22.77
I0064729,0,0,19.32
I0064730,0,0,26.22
I0064731,0,0,24.84
I0064732,0,0,24.84
I0064733,0,0,24.84
I0064734,0,0,24.84
I0064735,0,0,24.84
I0064736,0,0,22.08
I0064737,0,0,4
I0064738,0,0,28.29
I0064739,0,0,21.39
I0064740,0,0,21.39
I0064741,0,0,22.08
I0064742,0,0,24.84
I0064743,0,0,24.84
I0064744,0,0,24.84
I0064745,0,0,28.98
I0064746,1,1,30.36
I0064747,0,0,28.98
I0064748,0,0,28.98
I0064749,0,0,28.98
I0064750,0,0,35.88
I0064751,0,0,35.88
I0064752,0,0,30.36
I0064753,0,0,35.88
I0064754,0,0,35.88
I0064755,0,0,30.36
