sku,manage_stock,is_in_stock
I0045814,1,0
I0045815,1,0
I0045816,1,0
I0045817,1,0
I0045818,1,0
I0045819,1,0
I0045820,1,0
I0045821,1,0
I0045822,1,0
I0045823,1,0
I0045824,1,0
I0045825,1,0
I0045826,1,0
I0045827,1,0
I0045828,1,0
I0045829,1,0
I0045830,1,0
I0045831,1,0
I0045832,1,0
I0045833,1,0
I0045834,1,0
I0045835,1,0
I0045836,1,0
I0045837,1,0
I0045838,1,0
I0045839,1,0
I0045840,1,0
I0045841,1,0
I0045842,1,0
I0045843,1,0
I0045844,1,0
I0045845,1,0
I0045846,1,0
I0045847,1,0
I0045848,1,0
I0045849,1,0
I0045850,1,1
I0045851,1,0
I0045852,1,0
I0045853,1,1
I0045854,1,0
I0045855,1,0
I0045856,1,0
I0045857,1,0
I0045858,1,0
I0045859,1,0
I0045860,1,0
I0045861,1,0
I0045862,1,0
I0045863,1,0
I0045864,1,0
I0045865,1,0
I0045866,1,0
I0045867,1,0
I0045868,1,0
I0045869,1,0
I0045870,1,0
I0045871,1,0
I0045872,1,0
I0045873,1,0
I0045874,1,0
I0045875,1,0
I0045876,1,0
I0045877,1,0
I0045878,1,0
I0045879,1,0
I0045880,1,0
I0045881,1,0
I0045882,1,0
I0045883,1,0
I0045884,1,0
I0045885,1,0
I0045886,1,0
I0045887,1,0
I0045888,1,0
I0045889,1,0
I0045890,1,0
I0045891,1,0
I0045892,1,0
I0045893,1,0
I0045894,1,0
I0045895,1,0
I0045896,1,0
I0045897,1,0
I0045898,1,0
I0045899,1,0
I0045900,1,0
I0045901,1,0
I0045902,1,0
I0045903,1,0
I0045904,1,0
I0045905,1,0
I0045906,1,0
I0045907,1,0
I0045908,1,0
I0045909,1,0
I0045910,1,0
I0045911,1,0
I0045912,1,0
I0045913,1,0
I0045914,1,0
I0045915,1,0
I0045916,1,0
I0045917,1,0
I0045918,1,0
I0045919,1,0
I0045920,1,0
I0045921,1,0
I0045922,1,0
I0045923,1,0
I0045924,1,0
I0045925,1,0
I0045926,1,0
I0045927,1,0
I0045928,1,0
I0045929,1,0
I0045930,1,0
I0045931,1,0
I0045932,1,0
I0045933,1,0
I0045934,1,0
I0045935,1,0
I0045936,1,0
I0045937,1,0
I0045938,1,0
I0045939,1,0
I0045940,1,0
I0045941,1,0
I0045942,1,0
I0045943,1,0
I0045944,1,0
I0045945,1,0
I0045946,1,0
I0045947,1,0
I0045948,1,0
I0045949,1,0
I0045950,1,0
I0045951,1,0
I0045952,1,0
I0045953,1,0
I0045954,1,0
I0045955,1,0
I0045956,1,0
I0045957,1,0
I0045958,1,0
I0045959,1,0
I0045960,1,0
I0045961,1,0
I0045962,1,0
I0045963,1,0
I0045964,1,0
I0045965,1,0
I0045966,1,0
I0045967,1,0
I0045968,1,0
I0045969,1,0
I0045970,1,0
I0045971,1,0
I0045972,1,0
I0045973,1,0
I0045974,1,0
I0045975,1,0
I0045976,1,0
I0045977,1,0
I0045978,1,0
I0045979,1,0
I0045980,1,0
I0045981,1,0
I0045982,1,0
I0045983,1,0
I0045984,1,0
I0045985,1,0
I0045986,1,0
I0045987,1,0
I0045988,1,0
I0045989,1,0
I0045990,1,0
I0045991,1,0
I0045992,1,0
I0045993,1,0
I0045994,1,0
I0045995,1,0
I0045996,1,0
I0045997,1,0
I0045998,1,0
I0045999,1,0
I0046000,1,0
I0046001,1,0
I0046002,1,0
I0046003,1,0
I0046004,1,0
I0046005,1,0
I0046006,1,0
I0046007,1,0
I0046008,1,0
I0046009,1,0
I0046010,1,0
I0046011,1,0
I0046012,1,0
I0046013,1,0
I0046014,1,0
I0046015,1,0
I0046016,1,0
I0046017,1,0
I0046018,1,0
I0046019,1,0
I0046020,1,0
I0046021,1,0
I0046022,1,0
I0046023,1,0
I0046024,1,0
I0046025,1,0
I0046026,1,0
I0046027,1,0
I0046028,1,0
I0046029,1,0
I0046030,1,0
I0046031,1,0
I0046032,1,0
I0046033,1,0
I0046034,1,0
I0046035,1,0
I0046036,1,0
I0046037,1,0
I0046038,1,0
I0046039,1,0
I0046040,1,0
I0046041,1,0
I0046042,1,0
I0046043,1,0
I0046044,1,0
I0046045,1,0
I0046046,1,0
I0046047,1,0
I0046048,1,0
I0046049,1,0
I0046050,1,0
I0046051,1,0
I0046052,1,0
I0046053,1,0
I0046054,1,0
I0046055,1,0
I0046056,1,0
I0046057,1,0
I0046058,1,0
I0046059,1,0
I0046060,1,0
I0046061,1,0
I0046062,1,0
I0046063,1,0
I0046064,1,0
I0046065,1,0
I0046066,1,0
I0046067,1,0
I0046068,1,0
I0046069,1,0
I0046070,1,0
I0046071,1,0
I0046072,1,0
I0046073,1,0
I0046074,1,0
I0046075,1,0
I0046076,1,0
I0046077,1,0
I0046078,1,0
I0046079,1,0
I0046080,1,0
I0046081,1,0
I0046082,1,0
I0046083,1,0
I0046084,1,0
I0046085,1,0
I0046086,1,0
I0046087,1,0
I0046088,1,0
I0046089,1,0
I0046090,1,0
I0046091,1,0
I0046092,1,0
I0046093,1,0
I0046094,1,0
I0046095,1,0
I0046096,1,0
I0046097,1,0
I0046098,1,0
I0046099,1,0
I0046100,1,0
I0046101,1,0
I0046102,1,0
I0046103,1,0
I0046104,1,0
I0046105,1,0
I0046106,1,0
I0046107,1,0
I0046108,1,0
I0046109,1,0
I0046110,1,0
I0046111,1,0
I0046112,1,0
I0046113,1,0
I0046114,1,0
I0046115,1,0
I0046116,1,0
I0046117,1,0
I0046118,1,0
I0046119,1,0
I0046120,1,0
I0046121,1,0
I0046122,1,0
I0046123,1,0
I0046124,1,0
I0046125,1,0
I0046126,1,0
I0046127,1,0
I0046128,1,0
I0046129,1,0
I0046130,1,0
I0046131,1,0
I0046132,1,0
I0046133,1,0
I0046134,1,0
I0046135,1,0
I0046136,1,0
I0046137,1,0
I0046138,1,0
I0046139,1,0
I0046140,1,1
I0046141,1,1
I0046142,1,0
I0046143,1,1
I0046144,1,1
I0046145,1,1
I0046146,1,1
I0046147,1,1
I0046148,1,1
I0046149,1,0
I0046150,1,0
I0046151,1,0
I0046152,1,0
I0046153,1,0
I0046154,1,0
I0046155,1,0
I0046156,1,0
I0046157,1,0
I0046158,1,0
I0046159,1,0
I0046160,1,0
I0046161,1,0
I0046162,1,0
I0046163,1,0
I0046164,1,0
I0046165,1,0
I0046166,1,0
I0046167,1,0
I0046168,1,0
I0046169,1,0
I0046170,1,0
I0046171,1,0
I0046172,1,0
I0046173,1,0
I0046174,1,0
I0046175,1,0
I0046176,1,0
I0046177,1,0
I0046178,1,0
I0046179,1,0
I0046180,1,0
I0046181,1,0
I0046182,1,0
I0046183,1,0
I0046184,1,0
I0046185,1,0
I0046186,1,0
I0046187,1,0
I0046188,1,0
I0046189,1,0
I0046190,1,0
I0046191,1,0
I0046192,1,0
I0046193,1,0
I0046194,1,0
I0046195,1,0
I0046196,1,0
I0046197,1,0
I0046198,1,0
I0046199,1,0
I0046200,1,0
I0046201,1,0
I0046202,1,0
I0046203,1,0
I0046204,1,0
I0046205,1,0
I0046206,1,0
I0046207,1,0
I0046208,1,0
I0046209,1,0
I0046210,1,0
I0046211,1,0
I0046212,1,0
I0046213,1,0
I0046214,1,0
I0046215,1,0
I0046216,1,0
I0046217,1,0
I0046218,1,0
I0046219,1,0
I0046220,1,0
I0046221,1,0
I0046222,1,0
I0046223,1,0
I0046224,1,0
I0046225,1,0
I0046226,1,0
I0046227,1,0
I0046228,1,0
I0046229,1,0
I0046230,1,0
I0046231,1,0
I0046232,1,0
I0046233,1,0
I0046234,1,0
I0046235,1,0
I0046236,1,0
I0046237,1,0
I0046238,1,0
I0046239,1,0
I0046240,1,0
I0046241,1,0
I0046242,1,0
I0046243,1,0
I0046244,1,0
I0046245,1,0
I0046246,1,0
I0046247,1,0
I0046248,1,0
I0046249,1,0
