sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
I0053563-c,,Default,configurable,Default Category/GIFTSET,base,1 Million,"1 Million by Paco Rabanne for Men - 2 Pc Gift Set 1.7oz EDT Spray, 0.51oz EDT Travel Spray","1 Million by Paco Rabanne for Men - 2 Pc Gift Set 1.7oz EDT Spray, 0.51oz EDT Travel Spray",1,1,Taxable Goods,"Catalog, Search",47.61,,,,I0053563-c,,,,images/I0053563.png,,images/I0053563.png,,images/I0053563.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Paco Rabanne,type=1.7oz EDT Spray, 0.51oz EDT Travel Spray,gender=Men,upc=3349668525539,pwwsku=M-GS-3008",-6,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,"sku=I0017939,size=2 Pc Gift Set|sku=I0017940,size=2 Pc Gift Set|sku=I0017941,size=2 Pc Gift Set|sku=I0017942,size=3 Pc Gift Set|sku=I0053563,size=2 Pc Gift Set",,
